event_id,substation_id,fault_label,problem_en,efd_possible,monitoring_potential,report_date,first_crossing_lead_time_hours,stable_crossing_lead_time_hours,d0_probability,d0_prediction,min_coverage_rate,low_coverage_window_count,event20_low_coverage_flag,event67_long_anomaly_flag,unknown_fault_label_flag,training_end_missing_flag,fault_group,group_weight,rows,mean_monitoring_potential,risk_probability,leadtime_urgency,priority_score,priority_tier,priority_formula,leadtime_label,leadtime_confidence,operational_meaning,special_review_event_flag,long_leadtime_group_flag,scenario,w_risk,w_leadtime,w_group,scenario_score,scenario_tier,scenario_rank,baseline_rank,baseline_score,rank_change_from_baseline,abs_rank_change_from_baseline,score_change_from_baseline
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,168.0,,0.56641143681874,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.56641143681874,0.0,46.1526290250307,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,49.64880057731179,monitor,26,26,46.1526290250307,0,0,3.4961715522810906
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,168.0,,0.5388076120923525,0,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.5388076120923525,0.0,39.17505696295173,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,risk_heavy,0.7,0.2,0.1,44.076958378379565,monitor,27,27,39.17505696295173,0,0,4.901901415427837
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,72.0,,0.5164229643582501,0,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.5164229643582501,0.0,35.0639013375761,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,40.590033036992395,monitor,28,29,35.0639013375761,-1,1,5.526131699416297
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,,,0.424850296100838,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.424850296100838,0.0,38.36676628554609,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,39.73952072705866,monitor,29,28,38.36676628554609,1,1,1.3727544415125692
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,168.0,,0.3455281549894983,0,0.7242063492063492,3,True,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.3455281549894983,0.0,25.664686822294748,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,True,True,risk_heavy,0.7,0.2,0.1,28.62739638117977,monitor,30,30,25.664686822294748,0,0,2.962709558885024
34,20,unknown,other,True,,2017-06-07 07:34:00,24.0,,0.3919564740087022,0,1.0,0,False,False,True,False,unknown_review,0.0999999999999999,2,,0.3919564740087022,0.0,23.057606070478627,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,risk_heavy,0.7,0.2,0.1,28.436953180609155,monitor,31,32,23.057606070478624,-1,1,5.3793471101305315
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,168.0,,0.3028906322861625,0,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.3028906322861625,0.0,25.37238903105809,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,27.01128043024414,monitor,32,31,25.372389031058084,1,1,1.638891399186054
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,168.0,,2.2951929207164804e-06,0,1.0,0,False,False,False,True,valve_actuator,0.5808936170212766,5,3.24,2.2951929207164804e-06,0.0,8.713530490929788,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,5.809096833717217,monitor,33,33,8.713530490929788,0,0,-2.9044336572125706
3,12,Control unit: Incorrect parameterisation,no heat,True,4.0,2015-12-01 10:56:00,168.0,0.0,0.9854038165062012,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9854038165062012,1.0,99.19720990784108,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,99.34317174277906,high,1,1,99.19720990784107,0,0,0.1459618349379923
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,0.0,0.0,0.9607645319901588,1,0.9970238095238096,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9607645319901588,1.0,97.84204925945876,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,98.23440393955714,high,2,2,97.84204925945873,0,0,0.392354680098407
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,72.0,0.0,0.9113455182824092,1,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.9113455182824092,1.0,95.1240035055325,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,96.01054832270842,high,3,3,95.1240035055325,0,0,0.8865448171759169
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,72.0,0.0,0.8988810889643669,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8988810889643669,1.0,94.4384598930402,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,95.4496490033965,high,4,4,94.43845989304019,0,0,1.0111891103563124
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,24.0,0.0,0.8765293531986366,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8765293531986366,1.0,93.20911442592502,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,94.44382089393865,high,5,7,93.20911442592502,-2,2,1.234706468013627
5,11,Failure of the heating circuit pump,no heat,True,3.8,2018-11-23 08:30:00,24.0,24.0,0.9836120351232626,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9836120351232626,1.0,93.63930022965178,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,leadtime_heavy,0.45,0.4,0.15,93.80317987841916,high,6,5,93.63930022965178,1,1,0.16387964876737726
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,168.0,0.0,0.8608889625407858,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8608889625407858,1.0,92.34889293974324,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,93.74000331433537,high,7,9,92.34889293974324,-2,2,1.391110374592131
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,12.0,12.0,0.8587727921959915,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8587727921959915,1.0,92.23250357077951,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,93.64477564881962,high,8,10,92.23250357077953,-2,2,1.4122720780400897
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,168.0,0.0,0.991303246323025,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.991303246323025,1.0,93.23508280308552,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,93.32205033985528,high,9,6,93.23508280308552,3,3,0.08696753676976243
7,26,Incorrect setting of the differential pressure regulator,no DHW,True,3.1,2020-06-13 10:38:00,168.0,0.0,0.9999942585433894,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9999942585433894,1.0,92.82521613478004,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,92.82527354934614,high,10,8,92.82521613478004,2,2,5.741456610053319e-05
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,168.0,0.0,0.9734807690539088,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9734807690539088,1.0,91.3669742128586,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,91.63216652231951,high,11,11,91.3669742128586,0,0,0.26519230946091454
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,168.0,0.0,0.933219476598265,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.933219476598265,1.0,90.8677095107769,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,leadtime_heavy,0.45,0.4,0.15,91.53551474479427,high,12,13,90.8677095107769,-1,1,0.667805234017365
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,168.0,0.0,0.9515417680716608,1,1.0,0,False,True,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9515417680716608,1.0,91.0482014992605,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,True,True,leadtime_heavy,0.45,0.4,0.15,91.53278381854389,high,13,12,91.0482014992605,1,1,0.48458231928339046
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,168.0,0.0,0.957392448736166,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.957392448736166,1.0,90.48211659538276,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,90.90819210802108,high,14,14,90.48211659538275,0,0,0.42607551263833443
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,168.0,0.0,0.7913210418417054,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7913210418417054,1.0,88.52265730129379,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,90.60944688287674,high,15,15,88.52265730129379,0,0,2.0867895815829485
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,168.0,0.0,0.7571231753353214,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7571231753353214,1.0,86.64177464344269,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,89.07054289008947,high,16,17,86.64177464344269,-1,1,2.428768246646783
6,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2016-12-06 13:12:00,120.0,0.0,0.7491923592094238,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7491923592094238,1.0,86.20557975651832,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,88.71365616442407,high,17,18,86.20557975651832,-1,1,2.5080764079057474
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,72.0,0.0,0.8914341700899385,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.8914341700899385,1.0,86.85441126984024,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,87.94006956894084,high,18,16,86.85441126984024,2,2,1.0856582991006007
69,26,unknown,no heat,True,,2020-03-10 15:49:00,168.0,0.0,0.987606200339629,1,1.0,0,False,False,True,True,unknown_review,0.0999999999999999,2,,0.987606200339629,1.0,85.81834101867959,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,leadtime_heavy,0.45,0.4,0.15,85.9422790152833,high,19,19,85.81834101867959,0,0,0.12393799660371485
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,168.0,0.0,0.8446260072854247,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.8446260072854247,1.0,83.11506869857071,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,84.66880862571644,high,20,20,83.1150686985707,0,0,1.5537399271457417
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,72.0,72.0,0.9464888595488308,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9464888595488308,0.7,82.59752557305802,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,leadtime_heavy,0.45,0.4,0.15,80.13263697756973,high,21,21,82.59752557305802,0,0,-2.46488859548829
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,168.0,0.0,0.6798085866224269,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.6798085866224269,1.0,76.93011056210582,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,leadtime_heavy,0.45,0.4,0.15,80.13202469588155,high,22,22,76.93011056210582,0,0,3.2019141337757304
1,10,Motorised control valve (primary side): Actuator defective,no DHW,True,3.4,2014-05-04 14:44:00,168.0,168.0,0.9997628138313356,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9997628138313356,0.4,75.7003590160426,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,69.70273087772925,medium,23,23,75.70035901604261,0,0,-5.99762813831336
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,168.0,168.0,0.9999996076326736,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9999996076326736,0.4,73.6606167176694,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,67.66062064134265,medium,24,24,73.66061671766938,0,0,-5.999996076326738
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,168.0,168.0,0.9048528227271138,1,0.9950396825396826,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9048528227271138,0.4,68.4275435478636,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,63.37901532059246,low,25,25,68.4275435478636,0,0,-5.048528227271149
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,168.0,,0.56641143681874,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.56641143681874,0.0,46.1526290250307,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,40.4885146568433,monitor,26,26,46.1526290250307,0,0,-5.664114368187398
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,,,0.424850296100838,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.424850296100838,0.0,38.36676628554609,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,leadtime_heavy,0.45,0.4,0.15,34.118263324537715,monitor,27,28,38.36676628554609,-1,1,-4.248502961008377
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,168.0,,0.5388076120923525,0,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.5388076120923525,0.0,39.17505696295173,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,leadtime_heavy,0.45,0.4,0.15,33.7869808420282,monitor,28,27,39.17505696295173,1,1,-5.388076120923529
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,72.0,,0.5164229643582501,0,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.5164229643582501,0.0,35.0639013375761,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,29.89967169399359,monitor,29,29,35.0639013375761,0,0,-5.164229643582509
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,168.0,,0.3028906322861625,0,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.3028906322861625,0.0,25.37238903105809,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,22.34348270819646,monitor,30,31,25.372389031058084,-1,1,-3.028906322861623
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,168.0,,0.3455281549894983,0,0.7242063492063492,3,True,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.3455281549894983,0.0,25.664686822294748,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,True,True,leadtime_heavy,0.45,0.4,0.15,22.209405272399763,monitor,31,30,25.664686822294748,1,1,-3.455281549894984
34,20,unknown,other,True,,2017-06-07 07:34:00,24.0,,0.3919564740087022,0,1.0,0,False,False,True,False,unknown_review,0.0999999999999999,2,,0.3919564740087022,0.0,23.057606070478627,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,leadtime_heavy,0.45,0.4,0.15,19.138041330391598,monitor,32,32,23.057606070478624,0,0,-3.9195647400870257
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,168.0,,2.2951929207164804e-06,0,1.0,0,False,False,False,True,valve_actuator,0.5808936170212766,5,3.24,2.2951929207164804e-06,0.0,8.713530490929788,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,leadtime_heavy,0.45,0.4,0.15,8.713507539000581,monitor,33,33,8.713530490929788,0,0,-2.2951929206982413e-05
3,12,Control unit: Incorrect parameterisation,no heat,True,4.0,2015-12-01 10:56:00,168.0,0.0,0.9854038165062012,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9854038165062012,1.0,99.19720990784108,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,99.34317174277906,high,1,1,99.19720990784107,0,0,0.1459618349379923
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,0.0,0.0,0.9607645319901588,1,0.9970238095238096,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9607645319901588,1.0,97.84204925945876,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,98.23440393955715,high,2,2,97.84204925945873,0,0,0.3923546800984212
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,72.0,0.0,0.9113455182824092,1,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.9113455182824092,1.0,95.1240035055325,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,96.01054832270842,high,3,3,95.1240035055325,0,0,0.8865448171759169
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,72.0,0.0,0.8988810889643669,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8988810889643669,1.0,94.4384598930402,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,95.44964900339652,high,4,4,94.43845989304019,0,0,1.0111891103563266
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,24.0,0.0,0.8765293531986366,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8765293531986366,1.0,93.20911442592502,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,94.44382089393866,high,5,7,93.20911442592502,-2,2,1.2347064680136413
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,168.0,0.0,0.8608889625407858,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8608889625407858,1.0,92.34889293974324,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,93.74000331433537,high,6,9,92.34889293974324,-3,3,1.391110374592131
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,12.0,12.0,0.8587727921959915,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8587727921959915,1.0,92.23250357077951,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,93.64477564881962,high,7,10,92.23250357077953,-3,3,1.4122720780400897
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,168.0,0.0,0.7913210418417054,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7913210418417054,1.0,88.52265730129379,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,90.60944688287675,high,8,15,88.52265730129379,-7,7,2.0867895815829627
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,168.0,0.0,0.7571231753353214,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7571231753353214,1.0,86.64177464344269,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,89.07054289008947,high,9,17,86.64177464344269,-8,8,2.428768246646783
6,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2016-12-06 13:12:00,120.0,0.0,0.7491923592094238,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7491923592094238,1.0,86.20557975651832,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,88.71365616442408,high,10,18,86.20557975651832,-8,8,2.5080764079057616
5,11,Failure of the heating circuit pump,no heat,True,3.8,2018-11-23 08:30:00,24.0,24.0,0.9836120351232626,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9836120351232626,1.0,93.63930022965178,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,group_heavy,0.45,0.25,0.3,88.34381817629149,high,11,5,93.63930022965178,6,6,-5.295482053360288
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,168.0,0.0,0.991303246323025,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.991303246323025,1.0,93.23508280308552,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,group_heavy,0.45,0.25,0.3,87.03545459517441,high,12,6,93.23508280308552,6,6,-6.199628207911104
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,168.0,0.0,0.933219476598265,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.933219476598265,1.0,90.8677095107769,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,group_heavy,0.45,0.25,0.3,86.0761530426666,high,13,13,90.8677095107769,0,0,-4.791556468110301
7,26,Incorrect setting of the differential pressure regulator,no DHW,True,3.1,2020-06-13 10:38:00,168.0,0.0,0.9999942585433894,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9999942585433894,1.0,92.82521613478004,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,85.65080546423977,high,14,8,92.82521613478004,6,6,-7.174410670540269
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,168.0,0.0,0.9515417680716608,1,1.0,0,False,True,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9515417680716608,1.0,91.0482014992605,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,True,True,group_heavy,0.45,0.25,0.3,85.24618807386304,high,15,12,91.0482014992605,3,3,-5.802013425397462
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,168.0,0.0,0.9734807690539088,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9734807690539088,1.0,91.3669742128586,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,84.45769843721314,high,16,11,91.3669742128586,5,5,-6.909275775645455
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,168.0,0.0,0.957392448736166,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.957392448736166,1.0,90.48211659538276,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,group_heavy,0.45,0.25,0.3,83.73372402291471,high,17,14,90.48211659538275,3,3,-6.748392572468035
