source_id,final_class,source_event_id,fault_event_id,disturbance_row_id,substation_id,window_start,window_end,coverage_rate,hard_normal_tag,fault_probability,fault_gate_on,fault_near_threshold,fault_y_true,task_probability,task_gate_on,task_near_threshold,task_y_true,activity_probability,activity_gate_on,activity_near_threshold,activity_y_true,primary_state,secondary_tags,review_flag,review_reasons,why_reason,fault_event_id_str,risk_probability,priority_score,priority_tier,fault_group,leadtime_urgency,group_weight
disturbance_0135,fault,38.0,38.0,135.0,24,2016-10-17 13:55:00,2016-10-24 13:55:00,1.0,,0.7058336442517988,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,38,0.957392448736166,90.48211659538276,high,pressure_regulator,1.0,0.5217021276595746
disturbance_0136,fault,,,136.0,24,2016-11-11 07:26:00,2016-11-18 07:26:00,1.0,,0.5232688594064627,1,True,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0137_task_post_1d,task,,,137.0,24,2018-11-01 07:18:16,2018-11-02 07:18:16,1.0,,,0,False,,0.9419537383634232,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0138_task_post_1d,task,,,138.0,26,2018-10-24 10:54:58,2018-10-25 10:54:58,1.0,,,0,False,,0.9868528362717616,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0139_task_post_1d,task,,,139.0,26,2018-10-26 07:00:27,2018-10-27 07:00:27,1.0,,,0,False,,0.893118447204039,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0140_task_post_1d,task,,,140.0,26,2020-03-11 15:31:31,2020-03-12 15:31:31,1.0,,,0,False,,0.8492168249159652,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0141,fault,7.0,7.0,141.0,26,2020-06-06 10:38:00,2020-06-13 10:38:00,1.0,,0.8748030050335697,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,7,0.9999942585433894,92.82521613478004,high,pressure_regulator,1.0,0.5217021276595746
disturbance_0142_task_post_1d,task,,,142.0,27,2019-11-27 06:52:10,2019-11-28 06:52:10,1.0,,,0,False,,0.9587946000612468,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0143,fault,23.0,23.0,143.0,27,2020-01-13 12:57:00,2020-01-20 12:57:00,1.0,,0.6775605322695619,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,23,0.8988810889643669,94.4384598930402,high,control_controller,1.0,1.0
disturbance_0144,fault,,,144.0,27,2020-03-20 14:34:11,2020-03-27 14:34:11,1.0,,0.8121262132949081,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0145_task_post_1d,task,,,145.0,27,2020-04-01 07:10:21,2020-04-02 07:10:21,1.0,,,0,False,,0.9759529077623178,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0148_task_post_1d,task,,,148.0,28,2019-10-07 21:10:18,2019-10-08 21:10:18,1.0,,,0,False,,0.8429053746800774,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0149,fault,47.0,47.0,149.0,28,2020-01-06 10:55:00,2020-01-13 10:55:00,1.0,,0.6515671823173953,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,47,0.9464888595488308,82.59752557305802,high,pump_failure,0.7,0.6360425531914894
disturbance_0150_task_post_1d,task,,,150.0,28,2020-01-14 06:47:32,2020-01-15 06:47:32,1.0,,,0,False,,0.9853988778250352,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0151_task_post_1d,task,,,151.0,28,2020-06-07 19:13:29,2020-06-08 19:13:29,1.0,,,0,False,,0.7719388516277345,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0152_task_post_1d,task,,,152.0,29,2019-09-16 17:40:34,2019-09-17 17:40:34,1.0,,,0,False,,0.8981819743537731,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0153,fault,15.0,15.0,153.0,29,2020-02-29 07:59:43,2020-03-07 07:59:43,1.0,,0.603365076355487,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,15,0.6798085866224269,76.93011056210582,medium,pump_failure,1.0,0.6360425531914894
disturbance_0154,fault,,,154.0,29,2020-05-03 11:09:13,2020-05-10 11:09:13,1.0,,0.7354453071344548,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0155,fault,,,155.0,29,2020-05-25 10:20:54,2020-06-01 10:20:54,1.0,,0.7322912887278983,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0156,fault,,,156.0,30,2019-12-27 13:42:09,2020-01-03 13:42:09,1.0,,0.7840229116641749,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0157_task_post_1d,task,,,157.0,30,2020-01-06 01:20:43,2020-01-07 01:20:43,1.0,,,0,False,,0.9304008540197676,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0158,fault,10.0,10.0,158.0,30,2020-03-09 15:04:00,2020-03-16 15:04:00,1.0,,0.8591994003733705,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,10,0.9999996076326736,73.6606167176694,medium,leakage_water_loss,0.4,0.4440425531914893
disturbance_0159_task_post_1d,task,,,159.0,30,2020-03-22 18:45:31,2020-03-23 18:45:31,1.0,,,0,False,,0.9239071186583538,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0160,fault,45.0,45.0,160.0,31,2020-01-06 15:48:00,2020-01-13 15:48:00,1.0,,0.5311560693407533,1,True,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,45,0.5164229643582501,35.0639013375761,monitor,leakage_water_loss,0.0,0.4440425531914893
disturbance_0161_task_post_1d,task,,,161.0,31,2020-01-14 13:57:05,2020-01-15 13:57:05,1.0,,,0,False,,0.9333295548478172,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0162,fault,,,162.0,32,2020-03-23 13:19:00,2020-03-30 13:19:00,1.0,,0.70487703394694,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0163_task_post_1d,task,,,163.0,32,2020-03-31 09:48:23,2020-04-01 09:48:23,1.0,,,0,False,,0.9786436236705872,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0164_activity_pre_1d,activity,,,164.0,33,2015-03-04 00:00:00,2015-03-05 00:00:00,1.0,,,0,False,,,0,False,,0.947969670161619,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0165_activity_pre_1d,activity,,,165.0,33,2016-02-16 00:00:00,2016-02-17 00:00:00,1.0,,,0,False,,,0,False,,0.9837972596110348,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
normal_0002,normal,2.0,,,9,2019-01-02 00:00:00,2019-01-09 00:00:00,1.0,,0.5610432724287007,1,False,0.0,0.2310720807738128,0,False,0.0,0.0932578016792893,0,False,0.0,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0004,normal,4.0,,,15,2019-03-01 00:00:00,2019-03-08 00:00:00,1.0,,0.3785876992772649,0,False,0.0,0.034891223155929,0,False,0.0,0.0893503505243772,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0008,normal,8.0,,,6,2020-06-02 00:00:00,2020-06-09 00:00:00,1.0,,0.159144001320884,0,False,0.0,0.1832137196311024,0,False,0.0,0.1206795109030465,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0012,normal,12.0,,,19,2017-09-30 00:00:00,2017-10-07 00:00:00,1.0,,0.2365932939655999,0,False,0.0,0.1585477162710557,0,False,0.0,0.0971406135539911,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0014,normal,14.0,,,26,2019-12-08 00:00:00,2019-12-15 00:00:00,1.0,,0.2904429770077233,0,False,0.0,0.1543641899954691,0,False,0.0,0.1293949219333221,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0016,normal,16.0,,,17,2017-10-15 00:00:00,2017-10-22 00:00:00,1.0,,0.6750644231440803,1,False,0.0,0.0880927674233054,0,False,0.0,0.0570960164206009,0,False,0.0,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0017,normal,17.0,,,2,2018-02-27 00:00:00,2018-03-06 00:00:00,1.0,,0.1918271037863106,0,False,0.0,0.1432655379267448,0,False,0.0,0.1271954902620604,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0018,normal,18.0,,,16,2018-11-30 00:00:00,2018-12-07 00:00:00,1.0,,0.495512291947886,0,True,0.0,0.1717137617708019,0,False,0.0,0.1557670524151311,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0019,normal,19.0,,,8,2018-02-01 00:00:00,2018-02-08 00:00:00,1.0,review_required_normal,0.7113840972792242,1,False,0.0,0.1500466375555041,0,False,0.0,0.1440690325945554,0,False,0.0,fault,,True,review_required_normal,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0021,normal,21.0,,,1,2019-12-01 00:00:00,2019-12-08 00:00:00,1.0,,0.2369115035937823,0,False,0.0,0.030035870847297,0,False,0.0,0.0610615255346538,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0022,normal,22.0,,,5,2017-09-13 00:00:00,2017-09-20 00:00:00,1.0,,0.4408660046914749,0,False,0.0,0.1093127383106035,0,False,0.0,0.1217927743795617,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0025,normal,25.0,,,20,2017-01-31 00:00:00,2017-02-07 00:00:00,1.0,,0.1794493985904437,0,False,0.0,0.1147650794888388,0,False,0.0,0.1328192283048387,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0026,normal,26.0,,,4,2018-02-19 00:00:00,2018-02-26 00:00:00,1.0,,0.5781702508581785,1,False,0.0,0.1055857737503412,0,False,0.0,0.0206803519061583,0,False,0.0,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0027,normal,27.0,,,12,2015-06-24 13:34:00,2015-07-01 13:34:00,1.0,,0.670187162902052,1,False,0.0,0.2436264581033556,0,False,0.0,0.0823191294631027,0,False,0.0,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0028,normal,28.0,,,7,2019-01-01 10:29:00,2019-01-08 10:29:00,1.0,,0.7930392074662425,1,False,0.0,0.1588224491063304,0,False,0.0,0.0441416062801932,0,False,0.0,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
normal_0030,normal,30.0,,,16,2018-02-28 00:00:00,2018-03-07 00:00:00,1.0,,0.1436509445013642,0,False,0.0,0.1039401318362103,0,False,0.0,0.1123907647432904,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0031,normal,31.0,,,3,2019-09-01 00:00:00,2019-09-08 00:00:00,1.0,,0.2257346244840423,0,False,0.0,0.0709783712079964,0,False,0.0,0.0523274877408484,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0033,normal,33.0,,,3,2019-01-11 00:00:00,2019-01-18 00:00:00,1.0,,0.4452862960236297,0,False,0.0,0.0762814311007973,0,False,0.0,0.0375307416952153,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0035,normal,35.0,,,11,2017-10-31 00:00:00,2017-11-07 00:00:00,1.0,hard_normal_metadata,0.2100505320533173,0,False,0.0,0.0502024315654284,0,False,0.0,0.0886546227224089,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0039,normal,39.0,,,15,2018-09-30 00:00:00,2018-10-07 00:00:00,1.0,,0.1325349429289418,0,False,0.0,0.1804989434480932,0,False,0.0,0.2875437845692015,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0041,normal,41.0,,,2,2016-09-16 00:00:00,2016-09-23 00:00:00,1.0,,0.3593337028931586,0,False,0.0,0.0582049461247314,0,False,0.0,0.0486638721549587,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0042,normal,42.0,,,22,2019-11-01 00:00:00,2019-11-08 00:00:00,1.0,,0.2301823648476973,0,False,0.0,0.107978317947968,0,False,0.0,0.0726643012331198,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0043,normal,43.0,,,25,2020-04-05 00:00:00,2020-04-12 00:00:00,1.0,,0.4019487521466424,0,False,0.0,0.3059970165227753,0,False,0.0,0.1858688060290044,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0046,normal,46.0,,,4,2018-06-19 00:00:00,2018-06-26 00:00:00,1.0,,0.2822635653604752,0,False,0.0,0.1539637422277746,0,False,0.0,0.1086298798845051,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0048,normal,48.0,,,11,2016-09-30 00:00:00,2016-10-07 00:00:00,1.0,hard_normal_metadata,0.3083811158305858,0,False,0.0,0.0501668078226901,0,False,0.0,0.0710089036951434,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0050,normal,50.0,,,17,2016-11-09 00:00:00,2016-11-16 00:00:00,1.0,,0.1744468666688567,0,False,0.0,0.0227578921078921,0,False,0.0,0.0485893213990577,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0051,normal,51.0,,,20,2020-04-01 00:00:00,2020-04-08 00:00:00,1.0,,0.3261853029913081,0,False,0.0,0.0689452174275027,0,False,0.0,0.1302580708917677,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0054,normal,54.0,,,22,2020-03-14 00:00:00,2020-03-21 00:00:00,1.0,,0.2518501855265896,0,False,0.0,0.1288157311198689,0,False,0.0,0.1255144378666184,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0055,normal,55.0,,,23,2017-10-06 00:00:00,2017-10-13 00:00:00,1.0,,0.3283779852227961,0,False,0.0,0.0661320348455863,0,False,0.0,0.0677274113282177,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0056,normal,56.0,,,2,2018-11-29 00:00:00,2018-12-06 00:00:00,1.0,,0.4020243747994867,0,False,0.0,0.0945628188901764,0,False,0.0,0.0481295957391033,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0058,normal,58.0,,,5,2018-02-28 00:00:00,2018-03-07 00:00:00,1.0,,0.3215009370587572,0,False,0.0,0.1381125148247082,0,False,0.0,0.0487848856656327,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0059,normal,59.0,,,22,2019-01-31 00:00:00,2019-02-07 00:00:00,1.0,,0.4632084519799218,0,True,0.0,0.2639491093549154,0,False,0.0,0.1863059781540173,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0061,normal,61.0,,,14,2019-12-05 00:00:00,2019-12-12 00:00:00,1.0,,0.3812604739693759,0,False,0.0,0.1140819469284964,0,False,0.0,0.0970869172036843,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0066,normal,66.0,,,19,2017-06-14 00:00:00,2017-06-21 00:00:00,1.0,,0.1769469326171316,0,False,0.0,0.1427454988387135,0,False,0.0,0.1683010438372155,0,False,0.0,normal,,False,,no gate crossed threshold,,,,,,,
normal_0068,normal,68.0,,,13,2019-12-20 00:00:00,2019-12-27 00:00:00,1.0,review_required_normal,0.6978091200094073,1,False,0.0,0.1138786534148963,0,False,0.0,0.0842056642014825,0,False,0.0,fault,,True,review_required_normal,fault gate crossed threshold; fault has runtime priority,,,,,,,
