row_kind,source_id,source_event_id,disturbance_row_id,substation_id,event_start,event_end,event_type,final_class,fault_event_id,fault_report_date,fault_detail_available,fault_label,fault_label_known,fault_label_unknown,efd_possible,efd_possible_true,efd_possible_false,efd_possible_unknown,pre_event_eligible,strict_pre_event_positive,event20_low_coverage_flag,event34_unknown_flag,event69_unknown_training_end_missing_flag,event67_long_anomaly_flag,hard_normal_tag
event,disturbance_0153,15.0,153.0,29,2020-03-07 07:59:43,,fault,fault,15.0,2020-03-07 07:59:43,True,Failure of the domestic hot water storage charging pump,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0154,,154.0,29,2020-05-10 11:09:13,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0155,,155.0,29,2020-06-01 10:20:54,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0156,,156.0,30,2020-01-03 13:42:09,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0157,,157.0,30,2020-01-06 01:20:43,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0158,10.0,158.0,30,2020-03-16 15:04:00,,fault,fault,10.0,2020-03-16 15:04:00,True,Leakage,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0159,,159.0,30,2020-03-22 18:45:31,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0160,45.0,160.0,31,2020-01-13 15:48:00,,fault,fault,45.0,2020-01-13 15:48:00,True,"Heat exchanger: Leakage, external",True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0161,,161.0,31,2020-01-14 13:57:05,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0162,,162.0,32,2020-03-30 13:19:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0163,,163.0,32,2020-03-31 09:48:23,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0164,,164.0,33,2015-03-05 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0165,,165.0,33,2016-02-17 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
