event_id,substation_id,fault_label,problem_en,efd_possible,monitoring_potential,report_date,anchor_label,lead_time_hours,anchor_time,window_start,window_end,expected_sample_count,sample_count,coverage_rate,low_coverage_flag,event20_low_coverage_flag,event67_long_anomaly_flag,unknown_fault_label_flag,training_end_missing_flag
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-12h,12.0,2020-01-13 03:48:00,2020-01-06 03:48:00,2020-01-13 03:48:00,1008,1008,1.0,False,False,False,False,False
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-0,0.0,2020-01-13 15:48:00,2020-01-06 15:48:00,2020-01-13 15:48:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-7,168.0,2020-01-06 10:55:00,2019-12-30 10:55:00,2020-01-06 10:55:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-5,120.0,2020-01-08 10:55:00,2020-01-01 10:55:00,2020-01-08 10:55:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-3,72.0,2020-01-10 10:55:00,2020-01-03 10:55:00,2020-01-10 10:55:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-1,24.0,2020-01-12 10:55:00,2020-01-05 10:55:00,2020-01-12 10:55:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-12h,12.0,2020-01-12 22:55:00,2020-01-05 22:55:00,2020-01-12 22:55:00,1008,1008,1.0,False,False,False,False,False
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,D-0,0.0,2020-01-13 10:55:00,2020-01-06 10:55:00,2020-01-13 10:55:00,1008,1008,1.0,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-7,168.0,2019-04-27 07:19:00,2019-04-20 07:19:00,2019-04-27 07:19:00,1008,1008,1.0,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-5,120.0,2019-04-29 07:19:00,2019-04-22 07:19:00,2019-04-29 07:19:00,1008,1008,1.0,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-3,72.0,2019-05-01 07:19:00,2019-04-24 07:19:00,2019-05-01 07:19:00,1008,1008,1.0,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-1,24.0,2019-05-03 07:19:00,2019-04-26 07:19:00,2019-05-03 07:19:00,1008,1008,1.0,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-12h,12.0,2019-05-03 19:19:00,2019-04-26 19:19:00,2019-05-03 19:19:00,1008,1005,0.9970238095238095,False,False,False,False,False
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,D-0,0.0,2019-05-04 07:19:00,2019-04-27 07:19:00,2019-05-04 07:19:00,1008,1005,0.9970238095238095,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-7,168.0,2016-12-05 15:55:00,2016-11-28 15:55:00,2016-12-05 15:55:00,1008,1008,1.0,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-5,120.0,2016-12-07 15:55:00,2016-11-30 15:55:00,2016-12-07 15:55:00,1008,1008,1.0,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-3,72.0,2016-12-09 15:55:00,2016-12-02 15:55:00,2016-12-09 15:55:00,1008,1008,1.0,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-1,24.0,2016-12-11 15:55:00,2016-12-04 15:55:00,2016-12-11 15:55:00,1008,1008,1.0,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-12h,12.0,2016-12-12 03:55:00,2016-12-05 03:55:00,2016-12-12 03:55:00,1008,1008,1.0,False,False,False,False,False
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,D-0,0.0,2016-12-12 15:55:00,2016-12-05 15:55:00,2016-12-12 15:55:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-7,168.0,2020-05-19 10:00:00,2020-05-12 10:00:00,2020-05-19 10:00:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-5,120.0,2020-05-21 10:00:00,2020-05-14 10:00:00,2020-05-21 10:00:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-3,72.0,2020-05-23 10:00:00,2020-05-16 10:00:00,2020-05-23 10:00:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-1,24.0,2020-05-25 10:00:00,2020-05-18 10:00:00,2020-05-25 10:00:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-12h,12.0,2020-05-25 22:00:00,2020-05-18 22:00:00,2020-05-25 22:00:00,1008,1008,1.0,False,False,False,False,False
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,D-0,0.0,2020-05-26 10:00:00,2020-05-19 10:00:00,2020-05-26 10:00:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-7,168.0,2020-02-17 21:13:00,2020-02-10 21:13:00,2020-02-17 21:13:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-5,120.0,2020-02-19 21:13:00,2020-02-12 21:13:00,2020-02-19 21:13:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-3,72.0,2020-02-21 21:13:00,2020-02-14 21:13:00,2020-02-21 21:13:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-1,24.0,2020-02-23 21:13:00,2020-02-16 21:13:00,2020-02-23 21:13:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-12h,12.0,2020-02-24 09:13:00,2020-02-17 09:13:00,2020-02-24 09:13:00,1008,1008,1.0,False,False,False,False,False
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,D-0,0.0,2020-02-24 21:13:00,2020-02-17 21:13:00,2020-02-24 21:13:00,1008,1008,1.0,False,False,False,False,False
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-7,168.0,2015-03-11 18:54:00,2015-03-04 18:54:00,2015-03-11 18:54:00,1008,1008,1.0,False,False,False,False,True
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-5,120.0,2015-03-13 18:54:00,2015-03-06 18:54:00,2015-03-13 18:54:00,1008,1008,1.0,False,False,False,False,True
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-3,72.0,2015-03-15 18:54:00,2015-03-08 18:54:00,2015-03-15 18:54:00,1008,1008,1.0,False,False,False,False,True
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-1,24.0,2015-03-17 18:54:00,2015-03-10 18:54:00,2015-03-17 18:54:00,1008,1008,1.0,False,False,False,False,True
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-12h,12.0,2015-03-18 06:54:00,2015-03-11 06:54:00,2015-03-18 06:54:00,1008,1008,1.0,False,False,False,False,True
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,D-0,0.0,2015-03-18 18:54:00,2015-03-11 18:54:00,2015-03-18 18:54:00,1008,1008,1.0,False,False,False,False,True
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-7,168.0,2019-01-14 08:17:00,2019-01-07 08:17:00,2019-01-14 08:17:00,1008,1008,1.0,False,False,False,False,False
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-5,120.0,2019-01-16 08:17:00,2019-01-09 08:17:00,2019-01-16 08:17:00,1008,1008,1.0,False,False,False,False,False
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-3,72.0,2019-01-18 08:17:00,2019-01-11 08:17:00,2019-01-18 08:17:00,1008,1008,1.0,False,False,False,False,False
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-1,24.0,2019-01-20 08:17:00,2019-01-13 08:17:00,2019-01-20 08:17:00,1008,1008,1.0,False,False,False,False,False
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-12h,12.0,2019-01-20 20:17:00,2019-01-13 20:17:00,2019-01-20 20:17:00,1008,1008,1.0,False,False,False,False,False
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,D-0,0.0,2019-01-21 08:17:00,2019-01-14 08:17:00,2019-01-21 08:17:00,1008,1008,1.0,False,False,False,False,False
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-7,168.0,2015-03-19 07:15:00,2015-03-12 07:15:00,2015-03-19 07:15:00,1008,1008,1.0,False,False,False,False,True
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-5,120.0,2015-03-21 07:15:00,2015-03-14 07:15:00,2015-03-21 07:15:00,1008,1008,1.0,False,False,False,False,True
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-3,72.0,2015-03-23 07:15:00,2015-03-16 07:15:00,2015-03-23 07:15:00,1008,1008,1.0,False,False,False,False,True
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-1,24.0,2015-03-25 07:15:00,2015-03-18 07:15:00,2015-03-25 07:15:00,1008,1008,1.0,False,False,False,False,True
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-12h,12.0,2015-03-25 19:15:00,2015-03-18 19:15:00,2015-03-25 19:15:00,1008,1008,1.0,False,False,False,False,True
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,D-0,0.0,2015-03-26 07:15:00,2015-03-19 07:15:00,2015-03-26 07:15:00,1008,1008,1.0,False,False,False,False,True
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-7,168.0,2019-04-09 09:41:00,2019-04-02 09:41:00,2019-04-09 09:41:00,1008,1008,1.0,False,False,False,False,False
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-5,120.0,2019-04-11 09:41:00,2019-04-04 09:41:00,2019-04-11 09:41:00,1008,1008,1.0,False,False,False,False,False
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-3,72.0,2019-04-13 09:41:00,2019-04-06 09:41:00,2019-04-13 09:41:00,1008,1008,1.0,False,False,False,False,False
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-1,24.0,2019-04-15 09:41:00,2019-04-08 09:41:00,2019-04-15 09:41:00,1008,1008,1.0,False,False,False,False,False
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-12h,12.0,2019-04-15 21:41:00,2019-04-08 21:41:00,2019-04-15 21:41:00,1008,1008,1.0,False,False,False,False,False
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,D-0,0.0,2019-04-16 09:41:00,2019-04-09 09:41:00,2019-04-16 09:41:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-7,168.0,2019-01-07 11:58:00,2018-12-31 11:58:00,2019-01-07 11:58:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-5,120.0,2019-01-09 11:58:00,2019-01-02 11:58:00,2019-01-09 11:58:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-3,72.0,2019-01-11 11:58:00,2019-01-04 11:58:00,2019-01-11 11:58:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-1,24.0,2019-01-13 11:58:00,2019-01-06 11:58:00,2019-01-13 11:58:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-12h,12.0,2019-01-13 23:58:00,2019-01-06 23:58:00,2019-01-13 23:58:00,1008,1008,1.0,False,False,False,False,False
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,D-0,0.0,2019-01-14 11:58:00,2019-01-07 11:58:00,2019-01-14 11:58:00,1008,1008,1.0,False,False,False,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-7,168.0,2017-11-19 13:15:00,2017-11-12 13:15:00,2017-11-19 13:15:00,1008,1008,1.0,False,False,True,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-5,120.0,2017-11-21 13:15:00,2017-11-14 13:15:00,2017-11-21 13:15:00,1008,1008,1.0,False,False,True,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-3,72.0,2017-11-23 13:15:00,2017-11-16 13:15:00,2017-11-23 13:15:00,1008,1008,1.0,False,False,True,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-1,24.0,2017-11-25 13:15:00,2017-11-18 13:15:00,2017-11-25 13:15:00,1008,1008,1.0,False,False,True,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-12h,12.0,2017-11-26 01:15:00,2017-11-19 01:15:00,2017-11-26 01:15:00,1008,1008,1.0,False,False,True,False,False
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,D-0,0.0,2017-11-26 13:15:00,2017-11-19 13:15:00,2017-11-26 13:15:00,1008,1008,1.0,False,False,True,False,False
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-7,168.0,2020-03-03 15:49:00,2020-02-25 15:49:00,2020-03-03 15:49:00,1008,1008,1.0,False,False,False,True,True
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-5,120.0,2020-03-05 15:49:00,2020-02-27 15:49:00,2020-03-05 15:49:00,1008,1008,1.0,False,False,False,True,True
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-3,72.0,2020-03-07 15:49:00,2020-02-29 15:49:00,2020-03-07 15:49:00,1008,1008,1.0,False,False,False,True,True
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-1,24.0,2020-03-09 15:49:00,2020-03-02 15:49:00,2020-03-09 15:49:00,1008,1008,1.0,False,False,False,True,True
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-12h,12.0,2020-03-10 03:49:00,2020-03-03 03:49:00,2020-03-10 03:49:00,1008,1008,1.0,False,False,False,True,True
69,26,unknown,no heat,True,,2020-03-10 15:49:00,D-0,0.0,2020-03-10 15:49:00,2020-03-03 15:49:00,2020-03-10 15:49:00,1008,1008,1.0,False,False,False,True,True
