sample_id,source_type,label,target_class,y_true,source_event_id,fault_event_id,disturbance_row_id,substation_id,window_policy,window_start,window_end,review_tag,fault_label,efd_possible,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,sample_count,expected_sample_count,coverage_rate,coverage_eligible,overlap_disturbance_count,training_metadata_complete
m2_normal_0048_activity,normal_event,normal,activity,0,48.0,,,59,normal_event_7d,2020-03-07 00:00:00,2020-03-14 00:00:00,,,,3.4805555555555543,-4.722222222222218,3.0,-1.9388888888888829,-3.89513888888888,-33395.44429498151,-3.9791666666666643,0.08402777777777759,-0.1999999999999993,-9.427546296296299,-0.06887578383780735,-0.10000000000000142,-9.474074074074068,1008,1008,1.0,True,,
m2_normal_0049_activity,normal_event,normal,activity,0,49.0,,,43,normal_event_7d,2020-03-14 00:00:00,2020-03-21 00:00:00,,,,1.1944444444444429,-2.1611111111111105,-4.0,2.8874999999999957,1.6515046296296347,-12134.464436051989,0.8379629629629619,0.8135416666666666,-6.300000000000004,4.407754629629629,-2.4673488126957155,0.6000000000000014,4.501388888888904,1008,1008,1.0,True,,
m2_normal_0050_activity,normal_event,normal,activity,0,50.0,,,11,normal_event_7d,2020-03-06 00:00:00,2020-03-13 00:00:00,,,,3.875,-2.1833333333333336,3.6000000000000005,-4.229166666666668,-4.975694444444443,-18135.308534684154,-4.886574074074069,-0.08912037037037046,-2.0000000000000036,-8.498148148148154,0.146048961712669,-1.2999999999999972,-8.407986111111107,1008,1008,1.0,True,,
m2_normal_0051_activity,normal_event,normal,activity,0,51.0,,,26,normal_event_7d,2020-03-03 00:00:00,2020-03-09 00:00:00,,,,1.8458333333333332,-2.147222222222222,-6.7,-0.30555555555555003,0.3376388888888826,-12680.090741841443,0.40833333333333144,-0.07069444444444453,0.30000000000000426,-1.2126388888888755,-1.2093204607623926,0.8000000000000043,-1.1765277777777925,864,864,1.0,True,,
m2_normal_0052_activity,normal_event,normal,activity,0,52.0,,,52,normal_event_7d,2017-09-23 00:00:00,2017-09-30 00:00:00,,,,5.230555555555556,-5.15,1.1999999999999993,-7.4069444444444414,-3.7194444444444485,25590.04037747209,0.13888888888888573,-3.8583333333333343,-0.29999999999999716,-4.989814814814814,2.25149044957025,2.3999999999999986,-5.030787037037037,1008,1008,1.0,True,,
m2_normal_0053_activity,normal_event,normal,activity,0,53.0,,,52,normal_event_7d,2018-05-26 00:00:00,2018-06-02 00:00:00,,,,8.381944444444446,1.2888888888888879,-2.6999999999999993,-12.163888888888884,2.3136574074074048,56990.4740954607,-0.31018518518518334,2.62384259259259,5.200000000000003,3.0107638888888886,-1.2529608844175586,0.7999999999999972,0.4353579812206547,1008,1008,1.0,True,,
m2_normal_0054_activity,normal_event,normal,activity,0,54.0,,,52,normal_event_7d,2018-08-23 00:00:00,2018-08-30 00:00:00,,,,4.029166666666669,-6.480555555555558,-1.9999999999999982,-3.69027777777778,1.1618055555555529,39684.37977503557,-0.9594907407407405,2.121296296296297,-0.8999999999999986,2.011111111111113,1.4939492305691955,0.19999999999999574,1.8305788200260622,1008,1008,1.0,True,,
m2_normal_0055_activity,normal_event,normal,activity,0,55.0,,,52,normal_event_7d,2020-03-11 00:00:00,2020-03-18 00:00:00,,,,3.8194444444444455,0.4472222222222211,3.7,-0.22222222222223564,2.001388888888897,57445.71497668943,0.7465277777777786,1.2548611111111114,-1.8999999999999986,3.6853009259259295,-2.343607243070105,-1.0,3.809259259259264,1008,1008,1.0,True,,
m2_normal_0056_activity,normal_event,normal,activity,0,56.0,,,19,normal_event_7d,2018-06-05 00:00:00,2018-06-12 00:00:00,,,,7.634722222222221,-9.208333333333329,3.6999999999999993,7.06527777777778,-0.8439814814814781,67762.4145161329,-0.5567129629629619,-0.28726851851851265,-0.10000000000000142,-1.1045138888888886,0.8067936827895084,8.0,-2.4725738345719535,1008,1008,1.0,True,,
m2_normal_0057_activity,normal_event,normal,activity,0,57.0,,,19,normal_event_7d,2019-02-22 00:00:00,2019-03-01 00:00:00,,,,3.149999999999997,-0.8611111111111089,-1.5999999999999996,1.4555555555555593,-0.5633101851851805,-84104.93619433753,0.049768518518519045,-0.6130787037037049,7.400000000000002,-1.8269675925926023,-0.9817330297732951,5.100000000000001,-2.267129629629636,1008,1008,1.0,True,,
m2_normal_0058_activity,normal_event,normal,activity,0,58.0,,,19,normal_event_7d,2019-09-13 00:00:00,2019-09-20 00:00:00,,,,2.441666666666668,-5.788888888888892,-13.8,-2.0625,-9.18252314814815,24702.652313600352,-1.525462962962962,-7.657060185185188,-11.899999999999999,7.522916666666667,2.178385627514167,-6.0,13.973593405728671,1008,1008,1.0,True,,
m2_normal_0059_activity,normal_event,normal,activity,0,59.0,,,10,normal_event_7d,2018-02-15 00:00:00,2018-02-22 00:00:00,,,,0.09999999999999787,-0.08055555555555927,1.3999999999999986,-1.7013888888888857,0.08703703703704235,81322.89362844534,-0.1145833333333286,0.20162037037037028,0.8999999999999986,-0.004166666666677088,0.02915854391225725,1.3000000000000114,0.00034722222223138033,1008,1008,1.0,True,,
m2_normal_0060_activity,normal_event,normal,activity,0,60.0,,,10,normal_event_7d,2018-08-19 00:00:00,2018-08-26 00:00:00,,,,0.14583333333333925,-0.21111111111110503,2.1999999999999993,0.09305555555556566,0.13067129629629903,-65302.504565464566,-0.0034722222222143273,0.13414351851851872,-3.9000000000000057,-0.16562499999999147,-0.18707744725267883,-2.200000000000003,-0.1167824074074133,1008,1008,1.0,True,,
m2_normal_0061_activity,normal_event,normal,activity,0,61.0,,,4,normal_event_7d,2017-04-11 00:00:00,2017-04-18 00:00:00,,,,4.394444444444445,-6.136111111111112,-1.2999999999999998,-4.084722222222219,2.0848379629629648,-15501.547673690511,2.0023148148148167,0.08252314814814832,-1.2999999999999972,2.3745370370370296,2.576000561440452,1.09999999999998,1.9690972222222314,1008,1008,1.0,True,,
m2_normal_0062_activity,normal_event,normal,activity,0,62.0,,,4,normal_event_7d,2018-07-15 00:00:00,2018-07-22 00:00:00,,,,-0.39861111111111214,-2.1166666666666707,-0.20000000000000284,1.0125000000000242,-0.287037037037031,-2509.829405051554,-0.27430555555555713,-0.0127314814814814,-0.7999999999999972,-0.20659722222222854,-0.13335677405307478,0.6999999999999886,0.023958333333325754,1008,1008,1.0,True,,
m2_normal_0063_activity,normal_event,normal,activity,0,63.0,,,4,normal_event_7d,2018-12-24 00:00:00,2018-12-31 00:00:00,,,,2.1083333333333325,0.4250000000000025,6.0,-1.0833333333333286,-0.06817129629629193,-237328.9855144494,0.10648148148148096,-0.17465277777777777,1.9000000000000057,-2.3843750000000057,-2.455980953345811,-1.8999999999999915,-2.87777777777778,1008,1008,1.0,True,,
m2_normal_0064_activity,normal_event,normal,activity,0,64.0,,,7,normal_event_7d,2019-04-15 00:00:00,2019-04-22 00:00:00,,,,-1.7263888888888914,-5.1249999999999964,-3.9000000000000004,0.15972222222222854,0.04479166666666856,-24858.367471948724,-0.7766203703703738,0.8214120370370352,7.699999999999996,-0.8287037037036953,-0.6919854113812631,0.0,0.21479965469412576,1008,1008,1.0,True,,
m2_normal_0065_activity,normal_event,normal,activity,0,65.0,,,9,normal_event_7d,2018-12-14 00:00:00,2018-12-21 00:00:00,,,,0.6736111111111116,-0.34444444444444366,4.2,-0.8847222222222157,-0.1874999999999929,-64140.68390748915,-0.11574074074074048,-0.07175925925925919,-0.6000000000000014,2.444907407407399,-2.1285194243251535,-2.9000000000000057,2.421643518518522,1008,1008,1.0,True,,
m2_normal_0066_activity,normal_event,normal,activity,0,66.0,,,12,normal_event_7d,2018-01-14 00:00:00,2018-01-21 00:00:00,,,,1.340277777777776,1.855555555555556,0.6999999999999993,-0.25833333333333286,0.047222222222224275,35543.309965233406,0.13194444444444287,-0.0847222222222222,-1.3999999999999986,0.3289351851851734,-0.5527361763227097,0.30000000000001137,0.2289351851851933,1008,1008,1.0,True,,
m2_normal_0067_activity,normal_event,normal,activity,0,67.0,,,31,normal_event_7d,2020-02-15 00:00:00,2020-02-22 00:00:00,,,,0.9430555555555551,-0.344444444444445,-0.2999999999999998,-0.06666666666666998,-0.0016203703703610017,-4702.864645442693,0.10532407407407618,-0.10694444444444473,-0.29999999999999716,-0.5421296296296418,-1.1942933756472227,-0.19999999999999574,-0.9424768518518505,1008,1008,1.0,True,,
m2_normal_0068_activity,normal_event,normal,activity,0,68.0,,,40,normal_event_7d,2019-08-15 00:00:00,2019-08-22 00:00:00,,,,2.1541666666666615,-2.697222222222223,2.5,0.23472222222221717,-1.787037037037038,-13541.257034666254,-0.04629629629629051,-1.7407407407407423,-2.5,-1.4228009259259409,-0.3589950284597876,-5.300000000000004,0.6716358839050081,1008,1008,1.0,True,,
m2_normal_0069_activity,normal_event,normal,activity,0,69.0,,,40,normal_event_7d,2019-12-15 00:00:00,2019-12-22 00:00:00,,,,1.2152777777777777,0.35833333333333295,-1.4000000000000004,0.040277777777774304,4.3443287037037095,-21759.727183564857,3.525462962962962,0.8188657407407408,-1.4000000000000057,1.0309027777777828,-1.4484938461113588,0.19999999999999574,1.0802083333333385,1008,1008,1.0,True,,
m2_normal_0070_activity,normal_event,normal,activity,0,70.0,,,49,normal_event_7d,2018-02-14 00:00:00,2018-02-21 00:00:00,,,,4.444444444444445,-6.263888888888887,4.9,-3.98888888888888,2.1297453703703795,15017.891387836367,1.7604166666666714,0.3693287037037041,-2.8999999999999986,-0.8797453703703582,-1.2035367035050362,-1.8999999999999986,-1.10833333333332,1008,1008,1.0,True,,
m2_normal_0071_activity,normal_event,normal,activity,0,71.0,,,55,normal_event_7d,2019-10-15 00:00:00,2019-10-22 00:00:00,,,,0.8569444444444443,-1.8555555555555543,-5.199999999999999,-0.8472222222222214,0.8239583333333371,-6842.886957193565,0.7395833333333357,0.08437499999999987,0.3000000000000007,4.779398148148147,-1.994507778689508,2.5,5.176041666666677,1008,1008,1.0,True,,
m2_normal_0072_activity,normal_event,normal,activity,0,72.0,,,60,normal_event_7d,2019-03-15 00:00:00,2019-03-22 00:00:00,,,,3.554166666666667,-3.1277777777777818,10.200000000000001,-3.99861111111111,-6.546759259259261,5681.158422627923,-0.8449074074074119,-5.701851851851851,-10.599999999999994,-7.967129629629632,-1.364420275458797,0.5,-8.573842592592584,1008,1008,1.0,True,,
m2_normal_0043_fault_pre_event,normal_event,normal,fault_pre_event,0,43.0,,,24,normal_event_7d,2020-02-20 00:00:00,2020-02-27 00:00:00,,,,2.8722222222222222,-1.4749999999999999,-0.7,-0.9222222222222243,-2.6724537037037095,-14483.172437439804,-2.700231481481481,0.02777777777777768,0.19999999999999574,2.7192129629629562,-0.23431775099259955,0.7999999999999972,2.879398148148155,1008,1008,1.0,True,,
m2_normal_0044_fault_pre_event,normal_event,normal,fault_pre_event,0,44.0,,,53,normal_event_7d,2019-12-13 00:00:00,2019-12-20 00:00:00,,,,0.5847222222222221,-0.13333333333333286,-0.09999999999999964,-0.14999999999999858,0.25150462962964326,993.0314150388294,0.004629629629633314,0.24687500000000007,-0.8000000000000043,-0.2738425925926009,0.3664043211617374,-2.0999999999999943,0.28319561273295335,1008,1008,1.0,True,,
m2_normal_0045_fault_pre_event,normal_event,normal,fault_pre_event,0,45.0,,,53,normal_event_7d,2020-02-18 00:00:00,2020-02-25 00:00:00,,,,1.255555555555555,-2.4305555555555554,-4.6000000000000005,-0.5777777777777828,2.3957175925925966,10805.994229790565,2.399305555555557,-0.0035879629629627097,0.6000000000000014,0.11018518518520182,0.7730655238416482,0.7999999999999972,0.5342334494773553,1008,1008,1.0,True,,
m2_normal_0046_fault_pre_event,normal_event,normal,fault_pre_event,0,46.0,,,8,normal_event_7d,2020-01-11 00:00:00,2020-01-18 00:00:00,,,,0.15972222222222188,-0.8444444444444446,0.20000000000000018,-1.1680555555555472,1.9790509259259181,-2268.9878874419082,2.2604166666666643,-0.2813657407407406,2.5999999999999943,0.8439814814814781,-2.428952445342267,2.299999999999997,0.8006944444444315,1008,1008,1.0,True,,
m2_normal_0047_fault_pre_event,normal_event,normal,fault_pre_event,0,47.0,,,35,normal_event_7d,2019-12-28 00:00:00,2020-01-04 00:00:00,,,,-0.15833333333333233,-1.0388888888888896,-1.9999999999999996,-1.3638888888888872,0.6358632676709135,-16036.230479416496,0.22618127977339952,0.40968198789751487,5.0,-0.3252357731427793,-0.15856082312083064,0.8000000000000043,0.0,1007,1008,0.9990079365079365,True,,
m2_normal_0048_fault_pre_event,normal_event,normal,fault_pre_event,0,48.0,,,59,normal_event_7d,2020-03-07 00:00:00,2020-03-14 00:00:00,,,,3.4805555555555543,-4.722222222222218,3.0,-1.9388888888888829,-3.89513888888888,-33395.44429498151,-3.9791666666666643,0.08402777777777759,-0.1999999999999993,-9.427546296296299,-0.06887578383780735,-0.10000000000000142,-9.474074074074068,1008,1008,1.0,True,,
m2_normal_0049_fault_pre_event,normal_event,normal,fault_pre_event,0,49.0,,,43,normal_event_7d,2020-03-14 00:00:00,2020-03-21 00:00:00,,,,1.1944444444444429,-2.1611111111111105,-4.0,2.8874999999999957,1.6515046296296347,-12134.464436051989,0.8379629629629619,0.8135416666666666,-6.300000000000004,4.407754629629629,-2.4673488126957155,0.6000000000000014,4.501388888888904,1008,1008,1.0,True,,
m2_normal_0050_fault_pre_event,normal_event,normal,fault_pre_event,0,50.0,,,11,normal_event_7d,2020-03-06 00:00:00,2020-03-13 00:00:00,,,,3.875,-2.1833333333333336,3.6000000000000005,-4.229166666666668,-4.975694444444443,-18135.308534684154,-4.886574074074069,-0.08912037037037046,-2.0000000000000036,-8.498148148148154,0.146048961712669,-1.2999999999999972,-8.407986111111107,1008,1008,1.0,True,,
m2_normal_0051_fault_pre_event,normal_event,normal,fault_pre_event,0,51.0,,,26,normal_event_7d,2020-03-03 00:00:00,2020-03-09 00:00:00,,,,1.8458333333333332,-2.147222222222222,-6.7,-0.30555555555555003,0.3376388888888826,-12680.090741841443,0.40833333333333144,-0.07069444444444453,0.30000000000000426,-1.2126388888888755,-1.2093204607623926,0.8000000000000043,-1.1765277777777925,864,864,1.0,True,,
m2_normal_0052_fault_pre_event,normal_event,normal,fault_pre_event,0,52.0,,,52,normal_event_7d,2017-09-23 00:00:00,2017-09-30 00:00:00,,,,5.230555555555556,-5.15,1.1999999999999993,-7.4069444444444414,-3.7194444444444485,25590.04037747209,0.13888888888888573,-3.8583333333333343,-0.29999999999999716,-4.989814814814814,2.25149044957025,2.3999999999999986,-5.030787037037037,1008,1008,1.0,True,,
m2_normal_0053_fault_pre_event,normal_event,normal,fault_pre_event,0,53.0,,,52,normal_event_7d,2018-05-26 00:00:00,2018-06-02 00:00:00,,,,8.381944444444446,1.2888888888888879,-2.6999999999999993,-12.163888888888884,2.3136574074074048,56990.4740954607,-0.31018518518518334,2.62384259259259,5.200000000000003,3.0107638888888886,-1.2529608844175586,0.7999999999999972,0.4353579812206547,1008,1008,1.0,True,,
m2_normal_0054_fault_pre_event,normal_event,normal,fault_pre_event,0,54.0,,,52,normal_event_7d,2018-08-23 00:00:00,2018-08-30 00:00:00,,,,4.029166666666669,-6.480555555555558,-1.9999999999999982,-3.69027777777778,1.1618055555555529,39684.37977503557,-0.9594907407407405,2.121296296296297,-0.8999999999999986,2.011111111111113,1.4939492305691955,0.19999999999999574,1.8305788200260622,1008,1008,1.0,True,,
m2_normal_0055_fault_pre_event,normal_event,normal,fault_pre_event,0,55.0,,,52,normal_event_7d,2020-03-11 00:00:00,2020-03-18 00:00:00,,,,3.8194444444444455,0.4472222222222211,3.7,-0.22222222222223564,2.001388888888897,57445.71497668943,0.7465277777777786,1.2548611111111114,-1.8999999999999986,3.6853009259259295,-2.343607243070105,-1.0,3.809259259259264,1008,1008,1.0,True,,
m2_normal_0056_fault_pre_event,normal_event,normal,fault_pre_event,0,56.0,,,19,normal_event_7d,2018-06-05 00:00:00,2018-06-12 00:00:00,,,,7.634722222222221,-9.208333333333329,3.6999999999999993,7.06527777777778,-0.8439814814814781,67762.4145161329,-0.5567129629629619,-0.28726851851851265,-0.10000000000000142,-1.1045138888888886,0.8067936827895084,8.0,-2.4725738345719535,1008,1008,1.0,True,,
m2_normal_0057_fault_pre_event,normal_event,normal,fault_pre_event,0,57.0,,,19,normal_event_7d,2019-02-22 00:00:00,2019-03-01 00:00:00,,,,3.149999999999997,-0.8611111111111089,-1.5999999999999996,1.4555555555555593,-0.5633101851851805,-84104.93619433753,0.049768518518519045,-0.6130787037037049,7.400000000000002,-1.8269675925926023,-0.9817330297732951,5.100000000000001,-2.267129629629636,1008,1008,1.0,True,,
m2_normal_0058_fault_pre_event,normal_event,normal,fault_pre_event,0,58.0,,,19,normal_event_7d,2019-09-13 00:00:00,2019-09-20 00:00:00,,,,2.441666666666668,-5.788888888888892,-13.8,-2.0625,-9.18252314814815,24702.652313600352,-1.525462962962962,-7.657060185185188,-11.899999999999999,7.522916666666667,2.178385627514167,-6.0,13.973593405728671,1008,1008,1.0,True,,
m2_normal_0059_fault_pre_event,normal_event,normal,fault_pre_event,0,59.0,,,10,normal_event_7d,2018-02-15 00:00:00,2018-02-22 00:00:00,,,,0.09999999999999787,-0.08055555555555927,1.3999999999999986,-1.7013888888888857,0.08703703703704235,81322.89362844534,-0.1145833333333286,0.20162037037037028,0.8999999999999986,-0.004166666666677088,0.02915854391225725,1.3000000000000114,0.00034722222223138033,1008,1008,1.0,True,,
m2_normal_0060_fault_pre_event,normal_event,normal,fault_pre_event,0,60.0,,,10,normal_event_7d,2018-08-19 00:00:00,2018-08-26 00:00:00,,,,0.14583333333333925,-0.21111111111110503,2.1999999999999993,0.09305555555556566,0.13067129629629903,-65302.504565464566,-0.0034722222222143273,0.13414351851851872,-3.9000000000000057,-0.16562499999999147,-0.18707744725267883,-2.200000000000003,-0.1167824074074133,1008,1008,1.0,True,,
m2_normal_0061_fault_pre_event,normal_event,normal,fault_pre_event,0,61.0,,,4,normal_event_7d,2017-04-11 00:00:00,2017-04-18 00:00:00,,,,4.394444444444445,-6.136111111111112,-1.2999999999999998,-4.084722222222219,2.0848379629629648,-15501.547673690511,2.0023148148148167,0.08252314814814832,-1.2999999999999972,2.3745370370370296,2.576000561440452,1.09999999999998,1.9690972222222314,1008,1008,1.0,True,,
m2_normal_0062_fault_pre_event,normal_event,normal,fault_pre_event,0,62.0,,,4,normal_event_7d,2018-07-15 00:00:00,2018-07-22 00:00:00,,,,-0.39861111111111214,-2.1166666666666707,-0.20000000000000284,1.0125000000000242,-0.287037037037031,-2509.829405051554,-0.27430555555555713,-0.0127314814814814,-0.7999999999999972,-0.20659722222222854,-0.13335677405307478,0.6999999999999886,0.023958333333325754,1008,1008,1.0,True,,
m2_normal_0063_fault_pre_event,normal_event,normal,fault_pre_event,0,63.0,,,4,normal_event_7d,2018-12-24 00:00:00,2018-12-31 00:00:00,,,,2.1083333333333325,0.4250000000000025,6.0,-1.0833333333333286,-0.06817129629629193,-237328.9855144494,0.10648148148148096,-0.17465277777777777,1.9000000000000057,-2.3843750000000057,-2.455980953345811,-1.8999999999999915,-2.87777777777778,1008,1008,1.0,True,,
m2_normal_0064_fault_pre_event,normal_event,normal,fault_pre_event,0,64.0,,,7,normal_event_7d,2019-04-15 00:00:00,2019-04-22 00:00:00,,,,-1.7263888888888914,-5.1249999999999964,-3.9000000000000004,0.15972222222222854,0.04479166666666856,-24858.367471948724,-0.7766203703703738,0.8214120370370352,7.699999999999996,-0.8287037037036953,-0.6919854113812631,0.0,0.21479965469412576,1008,1008,1.0,True,,
m2_normal_0065_fault_pre_event,normal_event,normal,fault_pre_event,0,65.0,,,9,normal_event_7d,2018-12-14 00:00:00,2018-12-21 00:00:00,,,,0.6736111111111116,-0.34444444444444366,4.2,-0.8847222222222157,-0.1874999999999929,-64140.68390748915,-0.11574074074074048,-0.07175925925925919,-0.6000000000000014,2.444907407407399,-2.1285194243251535,-2.9000000000000057,2.421643518518522,1008,1008,1.0,True,,
m2_normal_0066_fault_pre_event,normal_event,normal,fault_pre_event,0,66.0,,,12,normal_event_7d,2018-01-14 00:00:00,2018-01-21 00:00:00,,,,1.340277777777776,1.855555555555556,0.6999999999999993,-0.25833333333333286,0.047222222222224275,35543.309965233406,0.13194444444444287,-0.0847222222222222,-1.3999999999999986,0.3289351851851734,-0.5527361763227097,0.30000000000001137,0.2289351851851933,1008,1008,1.0,True,,
m2_normal_0067_fault_pre_event,normal_event,normal,fault_pre_event,0,67.0,,,31,normal_event_7d,2020-02-15 00:00:00,2020-02-22 00:00:00,,,,0.9430555555555551,-0.344444444444445,-0.2999999999999998,-0.06666666666666998,-0.0016203703703610017,-4702.864645442693,0.10532407407407618,-0.10694444444444473,-0.29999999999999716,-0.5421296296296418,-1.1942933756472227,-0.19999999999999574,-0.9424768518518505,1008,1008,1.0,True,,
m2_normal_0068_fault_pre_event,normal_event,normal,fault_pre_event,0,68.0,,,40,normal_event_7d,2019-08-15 00:00:00,2019-08-22 00:00:00,,,,2.1541666666666615,-2.697222222222223,2.5,0.23472222222221717,-1.787037037037038,-13541.257034666254,-0.04629629629629051,-1.7407407407407423,-2.5,-1.4228009259259409,-0.3589950284597876,-5.300000000000004,0.6716358839050081,1008,1008,1.0,True,,
m2_normal_0069_fault_pre_event,normal_event,normal,fault_pre_event,0,69.0,,,40,normal_event_7d,2019-12-15 00:00:00,2019-12-22 00:00:00,,,,1.2152777777777777,0.35833333333333295,-1.4000000000000004,0.040277777777774304,4.3443287037037095,-21759.727183564857,3.525462962962962,0.8188657407407408,-1.4000000000000057,1.0309027777777828,-1.4484938461113588,0.19999999999999574,1.0802083333333385,1008,1008,1.0,True,,
m2_normal_0070_fault_pre_event,normal_event,normal,fault_pre_event,0,70.0,,,49,normal_event_7d,2018-02-14 00:00:00,2018-02-21 00:00:00,,,,4.444444444444445,-6.263888888888887,4.9,-3.98888888888888,2.1297453703703795,15017.891387836367,1.7604166666666714,0.3693287037037041,-2.8999999999999986,-0.8797453703703582,-1.2035367035050362,-1.8999999999999986,-1.10833333333332,1008,1008,1.0,True,,
m2_normal_0071_fault_pre_event,normal_event,normal,fault_pre_event,0,71.0,,,55,normal_event_7d,2019-10-15 00:00:00,2019-10-22 00:00:00,,,,0.8569444444444443,-1.8555555555555543,-5.199999999999999,-0.8472222222222214,0.8239583333333371,-6842.886957193565,0.7395833333333357,0.08437499999999987,0.3000000000000007,4.779398148148147,-1.994507778689508,2.5,5.176041666666677,1008,1008,1.0,True,,
m2_normal_0072_fault_pre_event,normal_event,normal,fault_pre_event,0,72.0,,,60,normal_event_7d,2019-03-15 00:00:00,2019-03-22 00:00:00,,,,3.554166666666667,-3.1277777777777818,10.200000000000001,-3.99861111111111,-6.546759259259261,5681.158422627923,-0.8449074074074119,-5.701851851851851,-10.599999999999994,-7.967129629629632,-1.364420275458797,0.5,-8.573842592592584,1008,1008,1.0,True,,
m2_disturbance_0000_fault_pre_7d,disturbance,fault,fault,1,,,0.0,53,fault_pre_7d,2020-03-16 15:19:00,2020-03-23 15:19:00,,,,-1.4736111111111114,2.916666666666667,-5.9,0.3999999999999915,-0.6565972222222314,-27003.367462317634,-0.4780092592592595,-0.17858796296296287,1.2999999999999972,1.0718750000000057,-0.33850072154032684,-0.6999999999999957,1.020320424627755,1008,1008,1.0,True,1.0,
m2_disturbance_0001_fault_pre_7d,disturbance,fault,fault,1,,,1.0,24,fault_pre_7d,2020-03-12 09:20:00,2020-03-19 09:20:00,,,,-2.1875,-0.3250000000000002,-3.5,-0.7847222222222285,-0.5009259259259267,-52273.48816738688,7.472222222222221,-7.973148148148149,-11.0,8.635763888888881,-2.8539281757940627,-2.499999999999993,6.959027777777763,1008,1008,1.0,True,1.0,
m2_disturbance_0002_fault_pre_7d,disturbance,fault,fault,1,,,2.0,24,fault_pre_7d,2020-03-11 11:11:00,2020-03-18 11:11:00,,,,-0.6138888888888889,0.6888888888888873,-3.1000000000000014,-2.9694444444444414,-2.731481481481474,-34281.8984168613,8.158564814814817,-10.890046296296296,30.800000000000004,9.058217592592598,-2.016425010491311,5.300000000000004,8.949884259259257,1008,1008,1.0,True,0.0,
m2_disturbance_0003_fault_pre_7d,disturbance,fault,fault,1,,,3.0,53,fault_pre_7d,2020-03-09 10:00:00,2020-03-16 10:00:00,,,,-4.766666666666667,-0.9944444444444436,3.5,0.025000000000005684,0.31157407407407334,-8107.791612686386,-0.1712962962962905,0.4828703703703703,1.0,-1.6962962962963033,-0.22807712156067605,2.5,-1.8309027777777658,1008,1008,1.0,True,0.0,
m2_disturbance_0004_fault_pre_7d,disturbance,fault,fault,1,,,4.0,45,fault_pre_7d,2020-03-02 12:12:00,2020-03-09 12:12:00,,,,4.316666666666667,21.380555555555556,-3.700000000000001,-3.42916666666666,2.4638888888888886,411701.40070571227,2.550925925925924,-0.08703703703703691,2.299999999999997,0.7791666666666544,6.530766330825545,3.5999999999999943,5.591696465539947,1008,1008,1.0,True,0.0,
m2_disturbance_0005_fault_pre_7d,disturbance,fault,fault,1,,,5.0,30,fault_pre_7d,2020-03-02 10:15:00,2020-03-09 10:15:00,,,,,,,,,,,,,,,,,0,1008,0.0,False,0.0,
m2_disturbance_0006_fault_pre_7d,disturbance,fault,fault,1,,,6.0,1,fault_pre_7d,2020-02-28 09:11:00,2020-03-06 09:11:00,,,,-2.2763888888888886,-0.41944444444444606,-2.5999999999999996,-0.7638888888888786,3.7303240740740833,42047.30569688545,3.787037037037038,-0.0567129629629628,-2.200000000000003,7.809259259259271,-1.2561031244394538,-0.799999999999983,7.8686342592592595,1008,1008,1.0,True,0.0,
m2_disturbance_0007_fault_pre_7d,disturbance,fault,fault,1,,,7.0,39,fault_pre_7d,2020-02-21 10:38:00,2020-02-28 10:38:00,,,,0.9750000000000014,0.7944444444444434,4.5,1.5361111111111114,-1.116319444444457,55824.38361842482,-1.13194444444445,0.015624999999999889,-1.5,-1.6228009259259295,0.9185014597190966,2.700000000000017,-1.3155967875934635,1008,1008,1.0,True,1.0,
m2_disturbance_0008_fault_pre_7d,disturbance,fault,fault,1,,,8.0,39,fault_pre_7d,2020-02-19 10:23:00,2020-02-26 10:23:00,,,,-1.8777777777777782,-0.7166666666666666,-2.1,-3.1013888888888914,1.5574074074074034,-32660.225479039364,1.2974537037037024,0.2599537037037041,-0.10000000000000142,-0.32465277777777146,-0.22421816877005973,-3.200000000000003,-0.9266820898399857,1008,1008,1.0,True,0.0,
m2_disturbance_0009_fault_pre_7d,disturbance,fault,fault,1,,,9.0,8,fault_pre_7d,2020-02-11 14:00:00,2020-02-18 14:00:00,,,,-1.347222222222222,0.3305555555555555,-2.5999999999999996,-1.6708333333333343,0.3329861111111114,-15007.062883685794,0.7222222222222214,-0.38923611111111106,-6.0,2.49270833333334,1.8831835930193908,-5.700000000000003,2.0953703703703894,1008,1008,1.0,True,0.0,
