dataset,source_id,disturbance_row_id,substation_id,window_policy,coverage_rate,overlap_disturbance_count,probability_activity,prediction_t0_5,error_type
activity_no_overlap,disturbance_0105,105.0,20,activity_pre_7d,1.0,0.0,0.8366445111390639,1,correct
activity_no_overlap,disturbance_0106,106.0,20,activity_pre_7d,1.0,0.0,0.3258137472235797,0,false_negative_activity
activity_no_overlap,disturbance_0107,107.0,20,activity_pre_7d,1.0,0.0,0.4992407959296143,0,false_negative_activity
activity_no_overlap,disturbance_0112,112.0,21,activity_pre_7d,1.0,0.0,0.6867698720543279,1,correct
activity_no_overlap,disturbance_0114,114.0,21,activity_pre_7d,1.0,0.0,0.6138250176929576,1,correct
activity_no_overlap,disturbance_0117,117.0,21,activity_pre_7d,1.0,0.0,0.6923816167399938,1,correct
activity_no_overlap,disturbance_0128,128.0,23,activity_pre_7d,1.0,0.0,0.3440874456423644,0,false_negative_activity
activity_no_overlap,disturbance_0129,129.0,24,activity_pre_7d,1.0,0.0,0.790596708262755,1,correct
activity_no_overlap,disturbance_0131,131.0,24,activity_pre_7d,0.9950396825396826,0.0,0.7451168587736788,1,correct
activity_no_overlap,disturbance_0164,164.0,33,activity_pre_7d,1.0,0.0,0.6603690619862891,1,correct
activity_no_overlap,disturbance_0165,165.0,33,activity_pre_7d,1.0,0.0,0.2825848673695747,0,false_negative_activity
