dataset,feature_variant,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,removed_high_missing_features,feature_count,threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,normal_precision,normal_recall,normal_f1,activity_precision,activity_recall,activity_f1,normal_support,activity_support,normal_fpr,tn,fp,fn,tp,fold_balanced_accuracy_std,fold_activity_recall_std,fold_normal_fpr_std
activity_pre_1d,compact13,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.4,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,10,0.0,8,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.5,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,10,0.0,8,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.6,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,10,0.0,8,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.4,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,12,0.0,7,0,0,12,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.5,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,12,0.0,7,0,0,12,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.6,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,12,0.0,7,0,0,12,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.4,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.6,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,8,0.0,7,0,0,8,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.4,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,0.0,7,0,0,7,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.5,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,0.0,7,0,0,7,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.6,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,0.0,7,0,0,7,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.4,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,10,0.0,6,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.5,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,10,0.0,6,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.6,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,10,0.0,6,0,0,10,,,
activity_pre_1d,compact13,random_forest_balanced_depth3,all,aggregate,,82,,,0,,13,0.4,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,47,0.0,35,0,0,47,0.0,0.0,0.0
activity_pre_1d,compact13,random_forest_balanced_depth3,all,aggregate,,82,,,0,,13,0.5,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,47,0.0,35,0,0,47,0.0,0.0,0.0
activity_pre_1d,compact13,random_forest_balanced_depth3,all,aggregate,,82,,,0,,13,0.6,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,47,0.0,35,0,0,47,0.0,0.0,0.0
activity_pre_1d,compact13,logistic_balanced,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.4,18,0.7777777777777778,0.7625,0.7662337662337663,0.775,0.8333333333333334,0.625,0.7142857142857143,0.75,0.9,0.8181818181818182,8,10,0.375,5,3,1,9,,,
activity_pre_1d,compact13,logistic_balanced,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.5,18,0.6666666666666666,0.675,0.6666666666666666,0.775,0.6,0.75,0.6666666666666666,0.75,0.6,0.6666666666666666,8,10,0.25,6,2,4,6,,,
activity_pre_1d,compact13,logistic_balanced,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,,13,0.6,18,0.6666666666666666,0.675,0.6666666666666666,0.775,0.6,0.75,0.6666666666666666,0.75,0.6,0.6666666666666666,8,10,0.25,6,2,4,6,,,
activity_pre_1d,compact13,logistic_balanced,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.4,19,0.7368421052631579,0.7023809523809523,0.7076923076923077,0.5476190476190477,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.7692307692307693,0.8333333333333334,0.8,7,12,0.42857142857142855,4,3,2,10,,,
activity_pre_1d,compact13,logistic_balanced,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.5,19,0.631578947368421,0.6190476190476191,0.6144927536231883,0.5476190476190477,0.5,0.5714285714285714,0.5333333333333333,0.7272727272727273,0.6666666666666666,0.6956521739130435,7,12,0.42857142857142855,4,3,4,8,,,
activity_pre_1d,compact13,logistic_balanced,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,,13,0.6,19,0.5789473684210527,0.5773809523809523,0.5681818181818181,0.5476190476190477,0.4444444444444444,0.5714285714285714,0.5,0.7,0.5833333333333334,0.6363636363636364,7,12,0.42857142857142855,4,3,5,7,,,
activity_pre_1d,compact13,logistic_balanced,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.4,15,0.6,0.5892857142857143,0.5833333333333333,0.5714285714285715,0.6,0.42857142857142855,0.5,0.6,0.75,0.6666666666666666,7,8,0.5714285714285714,3,4,2,6,,,
activity_pre_1d,compact13,logistic_balanced,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.5,15,0.6,0.5982142857142857,0.5982142857142857,0.5714285714285715,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.625,0.625,0.625,7,8,0.42857142857142855,4,3,3,5,,,
activity_pre_1d,compact13,logistic_balanced,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,,13,0.6,15,0.4,0.41964285714285715,0.354066985645933,0.5714285714285715,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.3333333333333333,0.125,0.18181818181818182,7,8,0.2857142857142857,5,2,7,1,,,
activity_pre_1d,compact13,logistic_balanced,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.4,14,0.5714285714285714,0.5714285714285714,0.5333333333333333,0.5510204081632653,0.6666666666666666,0.2857142857142857,0.4,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,7,0.7142857142857143,2,5,1,6,,,
activity_pre_1d,compact13,logistic_balanced,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.5,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5510204081632653,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,7,0.42857142857142855,4,3,3,4,,,
activity_pre_1d,compact13,logistic_balanced,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,,13,0.6,14,0.6428571428571429,0.6428571428571428,0.641025641025641,0.5510204081632653,0.625,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846154,7,7,0.2857142857142857,5,2,3,4,,,
activity_pre_1d,compact13,logistic_balanced,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.4,16,0.6875,0.5833333333333334,0.5428571428571429,0.6666666666666667,1.0,0.16666666666666666,0.2857142857142857,0.6666666666666666,1.0,0.8,6,10,0.8333333333333334,1,5,0,10,,,
activity_pre_1d,compact13,logistic_balanced,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.5,16,0.625,0.5666666666666667,0.5636363636363637,0.6666666666666667,0.5,0.3333333333333333,0.4,0.6666666666666666,0.8,0.7272727272727273,6,10,0.6666666666666666,2,4,2,8,,,
activity_pre_1d,compact13,logistic_balanced,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,,13,0.6,16,0.6875,0.65,0.6536796536796536,0.6666666666666667,0.6,0.5,0.5454545454545454,0.7272727272727273,0.8,0.7619047619047619,6,10,0.5,3,3,2,8,,,
activity_pre_1d,compact13,logistic_balanced,all,aggregate,,82,,,0,,13,0.4,82,0.6829268292682927,0.6504559270516718,0.6474867724867726,0.6279635258358662,0.7142857142857143,0.42857142857142855,0.5357142857142857,0.6721311475409836,0.8723404255319149,0.7592592592592593,35,47,0.5714285714285714,15,20,6,41,0.07663782361908701,0.08208728278768188,0.1715442731242386
activity_pre_1d,compact13,logistic_balanced,all,aggregate,,82,,,0,,13,0.5,82,0.6219512195121951,0.6155015197568389,0.6150234741784038,0.6279635258358662,0.5555555555555556,0.5714285714285714,0.5633802816901409,0.6739130434782609,0.6595744680851063,0.6666666666666666,35,47,0.42857142857142855,20,15,16,31,0.039329701204374776,0.08005242046731467,0.13256581816261956
activity_pre_1d,compact13,logistic_balanced,all,aggregate,,82,,,0,,13,0.6,82,0.5975609756097561,0.6051671732522796,0.5970215934475056,0.6279635258358662,0.5227272727272727,0.6571428571428571,0.5822784810126582,0.6842105263157895,0.5531914893617021,0.611764705882353,35,47,0.34285714285714286,23,12,21,26,0.09247203413738485,0.2219047619047619,0.09689042833036098
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,18,0.7222222222222222,0.6875,0.6727272727272727,0.75,1.0,0.375,0.5454545454545454,0.6666666666666666,1.0,0.8,8,10,0.625,3,5,0,10,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,18,0.6666666666666666,0.65,0.6493506493506493,0.75,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,0.8,0.7272727272727273,8,10,0.5,4,4,2,8,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,1,fold,64.0,18,1|2|3|4|5|6|8|9|10|11|12|13|14|17|18|19|21|22|23|24|26|33,7|15|16|20|25,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,18,0.6111111111111112,0.625,0.609907120743034,0.75,0.5454545454545454,0.75,0.631578947368421,0.7142857142857143,0.5,0.5882352941176471,8,10,0.25,6,2,5,5,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,19,0.6842105263157895,0.6309523809523809,0.6346153846153846,0.7619047619047619,0.6,0.42857142857142855,0.5,0.7142857142857143,0.8333333333333334,0.7692307692307693,7,12,0.5714285714285714,3,4,2,10,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,19,0.6842105263157895,0.7202380952380952,0.6833333333333333,0.7619047619047619,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.875,0.5833333333333334,0.7,7,12,0.14285714285714285,6,1,5,7,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,2,fold,63.0,19,2|3|4|6|7|8|9|12|13|14|15|16|17|19|20|21|22|24|25|33,1|5|10|11|18|23|26,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,19,0.6842105263157895,0.75,0.6833333333333333,0.7619047619047619,0.5384615384615384,1.0,0.7,1.0,0.5,0.6666666666666666,7,12,0.0,7,0,6,6,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,15,0.7333333333333333,0.7142857142857143,0.7,0.875,1.0,0.42857142857142855,0.6,0.6666666666666666,1.0,0.8,7,8,0.5714285714285714,3,4,0,8,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,15,0.8,0.7946428571428572,0.7963800904977376,0.875,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.7777777777777778,0.875,0.8235294117647058,7,8,0.2857142857142857,5,2,1,7,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,3,fold,67.0,15,1|2|4|5|7|8|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26,3|6|9|21|22|33,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,15,0.7333333333333333,0.7410714285714286,0.7321428571428572,0.875,0.6666666666666666,0.8571428571428571,0.75,0.8333333333333334,0.625,0.7142857142857143,7,8,0.14285714285714285,6,1,3,5,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,14,0.6428571428571429,0.6428571428571428,0.641025641025641,0.8163265306122448,0.625,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846154,7,7,0.2857142857142857,5,2,3,4,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,14,0.6428571428571429,0.6428571428571428,0.641025641025641,0.8163265306122448,0.625,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846154,7,7,0.2857142857142857,5,2,3,4,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,68.0,14,1|3|4|5|6|7|8|9|10|11|13|15|16|18|19|20|21|22|23|24|25|26|33,2|12|14|17,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,14,0.7142857142857143,0.7142857142857142,0.7083333333333333,0.8163265306122448,0.6666666666666666,0.8571428571428571,0.75,0.8,0.5714285714285714,0.6666666666666666,7,7,0.14285714285714285,6,1,3,4,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,16,0.75,0.7,0.7090909090909091,0.8666666666666667,0.75,0.5,0.6,0.75,0.9,0.8181818181818182,6,10,0.5,3,3,1,9,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,16,0.8125,0.8166666666666667,0.8056680161943319,0.8666666666666667,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8888888888888888,0.8,0.8421052631578947,6,10,0.16666666666666666,5,1,2,8,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,66.0,16,1|2|3|5|6|7|9|10|11|12|14|15|16|17|18|20|21|22|23|25|26|33,4|8|13|19|24,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,16,0.8125,0.85,0.8117647058823529,0.8666666666666667,0.6666666666666666,1.0,0.8,1.0,0.7,0.8235294117647058,6,10,0.0,6,0,3,7,,,
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,82,,,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.4,82,0.7073170731707317,0.6790273556231003,0.6798959011060508,0.8188449848024316,0.7391304347826086,0.4857142857142857,0.5862068965517241,0.6949152542372882,0.8723404255319149,0.7735849056603774,35,47,0.5142857142857142,17,18,6,41,0.032551198117215505,0.15797471022380383,0.11930923634635761
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,82,,,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.5,82,0.7195121951219512,0.7188449848024316,0.7160921270510312,0.8188449848024316,0.6578947368421053,0.7142857142857143,0.684931506849315,0.7727272727272727,0.723404255319149,0.7472527472527473,35,47,0.2857142857142857,25,10,13,34,0.07162116891488644,0.12441791910373808,0.12652695481510878
activity_pre_1d,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,82,,,0,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean|p_net_meter_flow__last_1d_std_minus_prev_6d_std|p_net_return_temperature__last_1d_mean_minus_prev_6d_mean|p_return_gap__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean|s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std|s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,6,0.6,82,0.7073170731707317,0.7300911854103344,0.7066189624329159,0.8188449848024316,0.6078431372549019,0.8857142857142857,0.7209302325581395,0.8709677419354839,0.574468085106383,0.6923076923076923,35,47,0.11428571428571428,31,4,20,27,0.07212517463636764,0.07654530471210749,0.09583148474999098
