candidate_kind,candidate_id,source_event_id,substation_id,window_start,window_end,sample_count,expected_sample_count,coverage_rate,audit_status,exclusion_reason,fault_label,efd_possible,disturbance_count,fault_window_overlap,fixed_eval_window_overlap
candidate_normal,candidate_normal_s09_20161008,,9,2016-10-08 00:00:00,2016-10-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20161107,,9,2016-11-07 00:00:00,2016-11-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20161207,,9,2016-12-07 00:00:00,2016-12-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170106,,9,2017-01-06 00:00:00,2017-01-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170205,,9,2017-02-05 00:00:00,2017-02-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170307,,9,2017-03-07 00:00:00,2017-03-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170406,,9,2017-04-06 00:00:00,2017-04-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170506,,9,2017-05-06 00:00:00,2017-05-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170605,,9,2017-06-05 00:00:00,2017-06-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170705,,9,2017-07-05 00:00:00,2017-07-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170804,,9,2017-08-04 00:00:00,2017-08-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20170903,,9,2017-09-03 00:00:00,2017-09-10 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20171003,,9,2017-10-03 00:00:00,2017-10-10 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20171102,,9,2017-11-02 00:00:00,2017-11-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20171202,,9,2017-12-02 00:00:00,2017-12-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180101,,9,2018-01-01 00:00:00,2018-01-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180131,,9,2018-01-31 00:00:00,2018-02-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180302,,9,2018-03-02 00:00:00,2018-03-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180401,,9,2018-04-01 00:00:00,2018-04-08 00:00:00,1003,1008,0.9950396825396826,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180501,,9,2018-05-01 00:00:00,2018-05-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180531,,9,2018-05-31 00:00:00,2018-06-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180630,,9,2018-06-30 00:00:00,2018-07-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180730,,9,2018-07-30 00:00:00,2018-08-06 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180829,,9,2018-08-29 00:00:00,2018-09-05 00:00:00,913,1008,0.9057539682539683,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20180928,,9,2018-09-28 00:00:00,2018-10-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20181028,,9,2018-10-28 00:00:00,2018-11-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20181127,,9,2018-11-27 00:00:00,2018-12-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20181227,,9,2018-12-27 00:00:00,2019-01-03 00:00:00,933,1008,0.9255952380952381,excluded,low_coverage|fixed_eval_window_overlap|substation_quota_full,,,0.0,False,True
candidate_normal,candidate_normal_s09_20190126,,9,2019-01-26 00:00:00,2019-02-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190225,,9,2019-02-25 00:00:00,2019-03-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190327,,9,2019-03-27 00:00:00,2019-04-03 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190426,,9,2019-04-26 00:00:00,2019-05-03 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190526,,9,2019-05-26 00:00:00,2019-06-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190625,,9,2019-06-25 00:00:00,2019-07-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190725,,9,2019-07-25 00:00:00,2019-08-01 00:00:00,1007,1008,0.9990079365079365,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190824,,9,2019-08-24 00:00:00,2019-08-31 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20190923,,9,2019-09-23 00:00:00,2019-09-30 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20191023,,9,2019-10-23 00:00:00,2019-10-30 00:00:00,954,1008,0.9464285714285714,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20191122,,9,2019-11-22 00:00:00,2019-11-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20191222,,9,2019-12-22 00:00:00,2019-12-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200121,,9,2020-01-21 00:00:00,2020-01-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200220,,9,2020-02-20 00:00:00,2020-02-27 00:00:00,1008,1008,1.0,excluded,disturbance_overlap|fault_window_overlap|fixed_eval_window_overlap|substation_quota_full,,,2.0,True,True
candidate_normal,candidate_normal_s09_20200321,,9,2020-03-21 00:00:00,2020-03-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200420,,9,2020-04-20 00:00:00,2020-04-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200520,,9,2020-05-20 00:00:00,2020-05-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200619,,9,2020-06-19 00:00:00,2020-06-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s09_20200719,,9,2020-07-19 00:00:00,2020-07-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120329,,10,2012-03-29 00:00:00,2012-04-05 00:00:00,1003,1008,0.9950396825396826,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120428,,10,2012-04-28 00:00:00,2012-05-05 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120528,,10,2012-05-28 00:00:00,2012-06-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120627,,10,2012-06-27 00:00:00,2012-07-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120727,,10,2012-07-27 00:00:00,2012-08-03 00:00:00,1001,1008,0.9930555555555556,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120826,,10,2012-08-26 00:00:00,2012-09-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20120925,,10,2012-09-25 00:00:00,2012-10-02 00:00:00,957,1008,0.9494047619047619,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20121025,,10,2012-10-25 00:00:00,2012-11-01 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20121124,,10,2012-11-24 00:00:00,2012-12-01 00:00:00,799,1008,0.7926587301587301,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20121224,,10,2012-12-24 00:00:00,2012-12-31 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130123,,10,2013-01-23 00:00:00,2013-01-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130222,,10,2013-02-22 00:00:00,2013-03-01 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130324,,10,2013-03-24 00:00:00,2013-03-31 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130423,,10,2013-04-23 00:00:00,2013-04-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130523,,10,2013-05-23 00:00:00,2013-05-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130622,,10,2013-06-22 00:00:00,2013-06-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130722,,10,2013-07-22 00:00:00,2013-07-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130821,,10,2013-08-21 00:00:00,2013-08-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20130920,,10,2013-09-20 00:00:00,2013-09-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20131020,,10,2013-10-20 00:00:00,2013-10-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20131119,,10,2013-11-19 00:00:00,2013-11-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20131219,,10,2013-12-19 00:00:00,2013-12-26 00:00:00,54,1008,0.05357142857142857,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140118,,10,2014-01-18 00:00:00,2014-01-25 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140217,,10,2014-02-17 00:00:00,2014-02-24 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140319,,10,2014-03-19 00:00:00,2014-03-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140418,,10,2014-04-18 00:00:00,2014-04-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140518,,10,2014-05-18 00:00:00,2014-05-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140617,,10,2014-06-17 00:00:00,2014-06-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140717,,10,2014-07-17 00:00:00,2014-07-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140816,,10,2014-08-16 00:00:00,2014-08-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20140915,,10,2014-09-15 00:00:00,2014-09-22 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20141015,,10,2014-10-15 00:00:00,2014-10-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20141114,,10,2014-11-14 00:00:00,2014-11-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20141214,,10,2014-12-14 00:00:00,2014-12-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150113,,10,2015-01-13 00:00:00,2015-01-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150212,,10,2015-02-12 00:00:00,2015-02-19 00:00:00,672,1008,0.6666666666666666,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150314,,10,2015-03-14 00:00:00,2015-03-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150413,,10,2015-04-13 00:00:00,2015-04-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150513,,10,2015-05-13 00:00:00,2015-05-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150612,,10,2015-06-12 00:00:00,2015-06-19 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150712,,10,2015-07-12 00:00:00,2015-07-19 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150811,,10,2015-08-11 00:00:00,2015-08-18 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20150910,,10,2015-09-10 00:00:00,2015-09-17 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20151010,,10,2015-10-10 00:00:00,2015-10-17 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20151109,,10,2015-11-09 00:00:00,2015-11-16 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20151209,,10,2015-12-09 00:00:00,2015-12-16 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160108,,10,2016-01-08 00:00:00,2016-01-15 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160207,,10,2016-02-07 00:00:00,2016-02-14 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160308,,10,2016-03-08 00:00:00,2016-03-15 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160407,,10,2016-04-07 00:00:00,2016-04-14 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160507,,10,2016-05-07 00:00:00,2016-05-14 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160606,,10,2016-06-06 00:00:00,2016-06-13 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160706,,10,2016-07-06 00:00:00,2016-07-13 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160805,,10,2016-08-05 00:00:00,2016-08-12 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20160904,,10,2016-09-04 00:00:00,2016-09-11 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20161004,,10,2016-10-04 00:00:00,2016-10-11 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20161103,,10,2016-11-03 00:00:00,2016-11-10 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20161203,,10,2016-12-03 00:00:00,2016-12-10 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170102,,10,2017-01-02 00:00:00,2017-01-09 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170201,,10,2017-02-01 00:00:00,2017-02-08 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170303,,10,2017-03-03 00:00:00,2017-03-10 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170402,,10,2017-04-02 00:00:00,2017-04-09 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170502,,10,2017-05-02 00:00:00,2017-05-09 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170601,,10,2017-06-01 00:00:00,2017-06-08 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170701,,10,2017-07-01 00:00:00,2017-07-08 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170731,,10,2017-07-31 00:00:00,2017-08-07 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170830,,10,2017-08-30 00:00:00,2017-09-06 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20170929,,10,2017-09-29 00:00:00,2017-10-06 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20171029,,10,2017-10-29 00:00:00,2017-11-05 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20171128,,10,2017-11-28 00:00:00,2017-12-05 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20171228,,10,2017-12-28 00:00:00,2018-01-04 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180127,,10,2018-01-27 00:00:00,2018-02-03 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180226,,10,2018-02-26 00:00:00,2018-03-05 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180328,,10,2018-03-28 00:00:00,2018-04-04 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180427,,10,2018-04-27 00:00:00,2018-05-04 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180527,,10,2018-05-27 00:00:00,2018-06-03 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180626,,10,2018-06-26 00:00:00,2018-07-03 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180726,,10,2018-07-26 00:00:00,2018-08-02 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180825,,10,2018-08-25 00:00:00,2018-09-01 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20180924,,10,2018-09-24 00:00:00,2018-10-01 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20181024,,10,2018-10-24 00:00:00,2018-10-31 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20181123,,10,2018-11-23 00:00:00,2018-11-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20181223,,10,2018-12-23 00:00:00,2018-12-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190122,,10,2019-01-22 00:00:00,2019-01-29 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190221,,10,2019-02-21 00:00:00,2019-02-28 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190323,,10,2019-03-23 00:00:00,2019-03-30 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190422,,10,2019-04-22 00:00:00,2019-04-29 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190522,,10,2019-05-22 00:00:00,2019-05-29 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190621,,10,2019-06-21 00:00:00,2019-06-28 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190721,,10,2019-07-21 00:00:00,2019-07-28 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190820,,10,2019-08-20 00:00:00,2019-08-27 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20190919,,10,2019-09-19 00:00:00,2019-09-26 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20191019,,10,2019-10-19 00:00:00,2019-10-26 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20191118,,10,2019-11-18 00:00:00,2019-11-25 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20191218,,10,2019-12-18 00:00:00,2019-12-25 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200117,,10,2020-01-17 00:00:00,2020-01-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200216,,10,2020-02-16 00:00:00,2020-02-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200317,,10,2020-03-17 00:00:00,2020-03-24 00:00:00,1006,1008,0.998015873015873,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200416,,10,2020-04-16 00:00:00,2020-04-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200516,,10,2020-05-16 00:00:00,2020-05-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200615,,10,2020-06-15 00:00:00,2020-06-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s10_20200715,,10,2020-07-15 00:00:00,2020-07-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20131206,,11,2013-12-06 00:00:00,2013-12-13 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140105,,11,2014-01-05 00:00:00,2014-01-12 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140204,,11,2014-02-04 00:00:00,2014-02-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140306,,11,2014-03-06 00:00:00,2014-03-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140405,,11,2014-04-05 00:00:00,2014-04-12 00:00:00,1003,1008,0.9950396825396826,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140505,,11,2014-05-05 00:00:00,2014-05-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140604,,11,2014-06-04 00:00:00,2014-06-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140704,,11,2014-07-04 00:00:00,2014-07-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140803,,11,2014-08-03 00:00:00,2014-08-10 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20140902,,11,2014-09-02 00:00:00,2014-09-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20141002,,11,2014-10-02 00:00:00,2014-10-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20141101,,11,2014-11-01 00:00:00,2014-11-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20141201,,11,2014-12-01 00:00:00,2014-12-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20141231,,11,2014-12-31 00:00:00,2015-01-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s11_20150130,,11,2015-01-30 00:00:00,2015-02-06 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
