sample_id,manufacturer,source_event_id,substation_id,manufacturer_substation_id,label,window_policy,fault_group,fault_label,system_capability_group,coverage_rate,main_eligible,exclude_reason
M2_pre_event_0005_report_pre_3d,M2,5,8,M2_8,pre_event,report_pre_3d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0005_report_pre_1d,M2,5,8,M2_8,pre_event,report_pre_1d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0006_report_pre_7d,M2,6,35,M2_35,pre_event,report_pre_7d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0006_report_pre_5d,M2,6,35,M2_35,pre_event,report_pre_5d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0006_report_pre_3d,M2,6,35,M2_35,pre_event,report_pre_3d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0006_report_pre_1d,M2,6,35,M2_35,pre_event,report_pre_1d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0008_report_pre_7d,M2,8,59,M2_59,pre_event,report_pre_7d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0008_report_pre_5d,M2,8,59,M2_59,pre_event,report_pre_5d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0008_report_pre_3d,M2,8,59,M2_59,pre_event,report_pre_3d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0008_report_pre_1d,M2,8,59,M2_59,pre_event,report_pre_1d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0010_report_pre_7d,M2,10,18,M2_18,pre_event,report_pre_7d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0010_report_pre_5d,M2,10,18,M2_18,pre_event,report_pre_5d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0010_report_pre_3d,M2,10,18,M2_18,pre_event,report_pre_3d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0010_report_pre_1d,M2,10,18,M2_18,pre_event,report_pre_1d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0012_report_pre_7d,M2,12,43,M2_43,pre_event,report_pre_7d,flow_air_strainer,Strainer (secondary side): Poor flow rate,dhw_storage,1.0,True,
M2_pre_event_0012_report_pre_5d,M2,12,43,M2_43,pre_event,report_pre_5d,flow_air_strainer,Strainer (secondary side): Poor flow rate,dhw_storage,1.0,True,
M2_pre_event_0012_report_pre_3d,M2,12,43,M2_43,pre_event,report_pre_3d,flow_air_strainer,Strainer (secondary side): Poor flow rate,dhw_storage,1.0,True,
M2_pre_event_0012_report_pre_1d,M2,12,43,M2_43,pre_event,report_pre_1d,flow_air_strainer,Strainer (secondary side): Poor flow rate,dhw_storage,1.0,True,
M2_pre_event_0013_report_pre_7d,M2,13,15,M2_15,pre_event,report_pre_7d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0013_report_pre_5d,M2,13,15,M2_15,pre_event,report_pre_5d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0013_report_pre_3d,M2,13,15,M2_15,pre_event,report_pre_3d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0013_report_pre_1d,M2,13,15,M2_15,pre_event,report_pre_1d,leakage_water_loss,Leakage,heating_common_only,1.0,True,
M2_pre_event_0018_report_pre_7d,M2,18,11,M2_11,pre_event,report_pre_7d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0018_report_pre_5d,M2,18,11,M2_11,pre_event,report_pre_5d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0018_report_pre_3d,M2,18,11,M2_11,pre_event,report_pre_3d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0018_report_pre_1d,M2,18,11,M2_11,pre_event,report_pre_1d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0020_report_pre_7d,M2,20,50,M2_50,pre_event,report_pre_7d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0020_report_pre_5d,M2,20,50,M2_50,pre_event,report_pre_5d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0020_report_pre_3d,M2,20,50,M2_50,pre_event,report_pre_3d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0020_report_pre_1d,M2,20,50,M2_50,pre_event,report_pre_1d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0021_report_pre_7d,M2,21,53,M2_53,pre_event,report_pre_7d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0021_report_pre_5d,M2,21,53,M2_53,pre_event,report_pre_5d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0021_report_pre_3d,M2,21,53,M2_53,pre_event,report_pre_3d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0021_report_pre_1d,M2,21,53,M2_53,pre_event,report_pre_1d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0022_report_pre_7d,M2,22,26,M2_26,pre_event,report_pre_7d,pressure_regulator,Incorrect setting of the differential pressure regulator,dhw_storage,1.0,True,
M2_pre_event_0022_report_pre_5d,M2,22,26,M2_26,pre_event,report_pre_5d,pressure_regulator,Incorrect setting of the differential pressure regulator,dhw_storage,1.0,True,
M2_pre_event_0022_report_pre_3d,M2,22,26,M2_26,pre_event,report_pre_3d,pressure_regulator,Incorrect setting of the differential pressure regulator,dhw_storage,1.0,True,
M2_pre_event_0022_report_pre_1d,M2,22,26,M2_26,pre_event,report_pre_1d,pressure_regulator,Incorrect setting of the differential pressure regulator,dhw_storage,1.0,True,
M2_pre_event_0025_report_pre_7d,M2,25,10,M2_10,pre_event,report_pre_7d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0025_report_pre_5d,M2,25,10,M2_10,pre_event,report_pre_5d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0025_report_pre_3d,M2,25,10,M2_10,pre_event,report_pre_3d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0025_report_pre_1d,M2,25,10,M2_10,pre_event,report_pre_1d,pump_failure,Failure of the heating circuit pump,heating_common_only,1.0,True,
M2_pre_event_0026_report_pre_7d,M2,26,39,M2_39,pre_event,report_pre_7d,flow_air_strainer,Air in the piping system,dhw_storage,1.0,True,
M2_pre_event_0026_report_pre_5d,M2,26,39,M2_39,pre_event,report_pre_5d,flow_air_strainer,Air in the piping system,dhw_storage,1.0,True,
M2_pre_event_0026_report_pre_3d,M2,26,39,M2_39,pre_event,report_pre_3d,flow_air_strainer,Air in the piping system,dhw_storage,1.0,True,
M2_pre_event_0026_report_pre_1d,M2,26,39,M2_39,pre_event,report_pre_1d,flow_air_strainer,Air in the piping system,dhw_storage,1.0,True,
M2_pre_event_0028_report_pre_7d,M2,28,52,M2_52,pre_event,report_pre_7d,other_review,Low pre-charge at the expansion vessel,dhw_storage,1.0,True,
M2_pre_event_0028_report_pre_5d,M2,28,52,M2_52,pre_event,report_pre_5d,other_review,Low pre-charge at the expansion vessel,dhw_storage,1.0,True,
M2_pre_event_0028_report_pre_3d,M2,28,52,M2_52,pre_event,report_pre_3d,other_review,Low pre-charge at the expansion vessel,dhw_storage,1.0,True,
M2_pre_event_0028_report_pre_1d,M2,28,52,M2_52,pre_event,report_pre_1d,other_review,Low pre-charge at the expansion vessel,dhw_storage,1.0,True,
M2_pre_event_0029_report_pre_7d,M2,29,19,M2_19,pre_event,report_pre_7d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0029_report_pre_5d,M2,29,19,M2_19,pre_event,report_pre_5d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0029_report_pre_3d,M2,29,19,M2_19,pre_event,report_pre_3d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0029_report_pre_1d,M2,29,19,M2_19,pre_event,report_pre_1d,leakage_water_loss,Leakage,dhw_storage,1.0,True,
M2_pre_event_0030_report_pre_7d,M2,30,21,M2_21,pre_event,report_pre_7d,control_controller,Control unit: Incorrect parameterisation,dhw_storage,1.0,True,
M2_pre_event_0030_report_pre_5d,M2,30,21,M2_21,pre_event,report_pre_5d,control_controller,Control unit: Incorrect parameterisation,dhw_storage,1.0,True,
M2_pre_event_0030_report_pre_3d,M2,30,21,M2_21,pre_event,report_pre_3d,control_controller,Control unit: Incorrect parameterisation,dhw_storage,1.0,True,
M2_pre_event_0030_report_pre_1d,M2,30,21,M2_21,pre_event,report_pre_1d,control_controller,Control unit: Incorrect parameterisation,dhw_storage,1.0,True,
M2_pre_event_0031_report_pre_7d,M2,31,16,M2_16,pre_event,report_pre_7d,valve_actuator,Motorised control valve (primary side): Actuator defective,heating_common_only,1.0,True,
M2_pre_event_0031_report_pre_5d,M2,31,16,M2_16,pre_event,report_pre_5d,valve_actuator,Motorised control valve (primary side): Actuator defective,heating_common_only,1.0,True,
M2_pre_event_0031_report_pre_3d,M2,31,16,M2_16,pre_event,report_pre_3d,valve_actuator,Motorised control valve (primary side): Actuator defective,heating_common_only,1.0,True,
M2_pre_event_0031_report_pre_1d,M2,31,16,M2_16,pre_event,report_pre_1d,valve_actuator,Motorised control valve (primary side): Actuator defective,heating_common_only,1.0,True,
M2_pre_event_0032_report_pre_7d,M2,32,10,M2_10,pre_event,report_pre_7d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0032_report_pre_5d,M2,32,10,M2_10,pre_event,report_pre_5d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0032_report_pre_3d,M2,32,10,M2_10,pre_event,report_pre_3d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0032_report_pre_1d,M2,32,10,M2_10,pre_event,report_pre_1d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0035_report_pre_7d,M2,35,4,M2_4,pre_event,report_pre_7d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0035_report_pre_5d,M2,35,4,M2_4,pre_event,report_pre_5d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0035_report_pre_3d,M2,35,4,M2_4,pre_event,report_pre_3d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0035_report_pre_1d,M2,35,4,M2_4,pre_event,report_pre_1d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0036_report_pre_7d,M2,36,20,M2_20,pre_event,report_pre_7d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0036_report_pre_5d,M2,36,20,M2_20,pre_event,report_pre_5d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0036_report_pre_3d,M2,36,20,M2_20,pre_event,report_pre_3d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0036_report_pre_1d,M2,36,20,M2_20,pre_event,report_pre_1d,pump_failure,Failure of the domestic hot water storage charging pump,dhw_storage,1.0,True,
M2_pre_event_0037_report_pre_7d,M2,37,4,M2_4,pre_event,report_pre_7d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0037_report_pre_5d,M2,37,4,M2_4,pre_event,report_pre_5d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0037_report_pre_3d,M2,37,4,M2_4,pre_event,report_pre_3d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0037_report_pre_1d,M2,37,4,M2_4,pre_event,report_pre_1d,unknown_review,unknown,heating_common_only,1.0,False,unknown_fault_label
M2_pre_event_0038_report_pre_7d,M2,38,10,M2_10,pre_event,report_pre_7d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,0.9236111111111112,False,low_coverage
M2_pre_event_0038_report_pre_5d,M2,38,10,M2_10,pre_event,report_pre_5d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0038_report_pre_3d,M2,38,10,M2_10,pre_event,report_pre_3d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0038_report_pre_1d,M2,38,10,M2_10,pre_event,report_pre_1d,pressure_regulator,Incorrect setting of the differential pressure regulator,heating_common_only,1.0,True,
M2_pre_event_0040_report_pre_7d,M2,40,10,M2_10,pre_event,report_pre_7d,unknown_review,unknown,heating_common_only,0.998015873015873,False,unknown_fault_label
M2_pre_event_0040_report_pre_5d,M2,40,10,M2_10,pre_event,report_pre_5d,unknown_review,unknown,heating_common_only,0.9972222222222222,False,unknown_fault_label
M2_pre_event_0040_report_pre_3d,M2,40,10,M2_10,pre_event,report_pre_3d,unknown_review,unknown,heating_common_only,0.9953703703703703,False,unknown_fault_label
M2_pre_event_0040_report_pre_1d,M2,40,10,M2_10,pre_event,report_pre_1d,unknown_review,unknown,heating_common_only,0.9930555555555556,False,unknown_fault_label
M2_pre_event_0041_report_pre_7d,M2,41,4,M2_4,pre_event,report_pre_7d,flow_air_strainer,Air in the piping system,heating_common_only,1.0,True,
M2_pre_event_0041_report_pre_5d,M2,41,4,M2_4,pre_event,report_pre_5d,flow_air_strainer,Air in the piping system,heating_common_only,1.0,True,
M2_pre_event_0041_report_pre_3d,M2,41,4,M2_4,pre_event,report_pre_3d,flow_air_strainer,Air in the piping system,heating_common_only,1.0,True,
M2_pre_event_0041_report_pre_1d,M2,41,4,M2_4,pre_event,report_pre_1d,flow_air_strainer,Air in the piping system,heating_common_only,1.0,True,
